concepto,descripcion,concept,source
diagrama de pareto,"Un gráfico de Pareto es un tipo de gráfico que contiene tanto barras como un gráfico de línea, donde los valores individuales se representan en orden descendente por barras, y el total acumulativo está representado por la línea.",pareto chart,wikipedia.org
entrevista,"AnIinterview es una conversación estructurada en la que un participante hace preguntas, y el otro proporciona respuestas.",interview,wikipedia.org
error de muestreo,"En estadísticas, los errores de muestreo se incurren cuando las características estadísticas de una población se estiman a partir de un subconjunto o muestra de esa población.",sampling error,wikipedia.org
espacio muestral,"En la teoría de la probabilidad, el espacio de muestra (también llamado espacio de descripción de la muestra, espacio de posibilidad o espacio de resultado) de un experimento o ensayo aleatorio es el conjunto de todos los resultados o resultados posibles de ese experimento.",sample space,wikipedia.org
experimento,"Un experimento es un procedimiento realizado para apoyar o refutar una hipótesis, o determinar la eficacia o la probabilidad de que algo no se haya probado anteriormente.",experiment,wikipedia.org
experimento aleatorio,"En la teoría de la probabilidad, un experimento o prueba (ver más abajo) es cualquier procedimiento que pueda repetirse infinitamente y tiene un conjunto bien definido de posibles resultados, conocidos como espacio muestral.",random experiment,wikipedia.org
frecuencia marginal,"En las estadísticas, la frecuencia o frecuencia absoluta de un evento i {DisplayStyle I} es el número ni N_ {i}} de veces que la observación ha ocurrido/se ha registrado en un experimento o estudio.",marginal frequency,wikipedia.org
frecuencia relativa,"En la teoría y las estadísticas de la probabilidad, la probabilidad empírica, la frecuencia relativa o la probabilidad experimental de un evento es la relación del número de resultados en el que se produce un evento específico al número total de ensayos, i.",relative frequency,wikipedia.org
fuente primaria,"En el estudio de la historia como disciplina académica, una fuente primaria (también llamada fuente original) es un artefacto, documento, diario, manuscrito, autobiografía, grabación o cualquier otra fuente de información que se creara en el momento en que se estudia.",primary source,wikipedia.org
fuente secundaria,"En la beca, una fuente secundaria es un documento o grabación que relaciona o discute información originalmente presentada en otro lugar.",secondary source,wikipedia.org
grados de libertad,"En muchos campos científicos, los grados de libertad de un sistema son el número de parámetros del sistema que pueden variar independientemente.",degrees of freedom,wikipedia.org
histograma,Un histograma es una representación visual de la distribución de datos cuantitativos.,histogram,wikipedia.org
índice de cantidad,"Un índice de volumen o índice de cantidad es una medida de series de tiempo numéricas diseñada para ayudar a comparar cómo la producción de alguna clase de bienes y/o servicios, tomados en su conjunto, difiere entre períodos de tiempo o ubicaciones geográficas.",quantity index,wikipedia.org
índice de precios,"Un índice de precios (plural: ""precio iíndices"" o ""índices de precios"") es un promedio normalizado (generalmente un promedio ponderado) de familiares de precio para una clase dada de bienes o servicios en una región determinada, durante un intervalo de tiempo.",price index,wikipedia.org
índice de precios de laspeyres,"Un índice de precios (plural: ""precio iíndices"" o ""índices de precios"") es un promedio normalizado (generalmente un promedio ponderado) de familiares de precio para una clase dada de bienes o servicios en una región determinada, durante un intervalo de tiempo.",laspeyres price index,wikipedia.org
índice de precios de paasche,"Un índice de precios (plural: ""precio iíndices"" o ""índices de precios"") es un promedio normalizado (generalmente un promedio ponderado) de familiares de precio para una clase dada de bienes o servicios en una región determinada, durante un intervalo de tiempo.",paasche price index,wikipedia.org
intervalo de confianza,"En estadísticas, un intervalo de confianza (IC) es una herramienta para estimar un parámetro, como la media de una población.",confidence interval,wikipedia.org
mediana,"La mediana de un conjunto de números es el valor que separa la mitad más alta de la mitad inferior de una muestra de datos, una población o una distribución de probabilidad.",median,wikipedia.org
permutaciones,"En matemáticas, una permutación de un conjunto puede significar una de dos cosas diferentes:.",permutations,wikipedia.org
percentil,"En estadísticas, un percentil K-th, también conocido como puntaje de percentil o Centilo, es una puntuación (por ejemplo, un punto de datos) por debajo del cual se cae un porcentaje K dado de puntajes arreglados de la distribución de frecuencia de frecuencia (definición ""exclusiva"") o un puntaje en o inferior a la cual cae un porcentaje dado (definición ""inclusiva""); i.",percentile,wikipedia.org
pictogramas,"Un pictogram (también pictogramme, pictografía o simplemente picto) es un símbolo gráfico que transmite significado a través de su semejanza visual con un objeto físico.",pictograms,wikipedia.org
probabilidad,La probabilidad es una rama de las matemáticas y estadísticas sobre eventos y descripciones numéricas de la probabilidad de que ocurran.,probability,wikipedia.org
promedio ponderado,"La medusa aritmética ponderada es similar a una media aritmética ordinaria (el tipo de promedio más común), excepto que en lugar de cada uno de los puntos de datos que contribuyen igualmente al promedio final, algunos puntos de datos contribuyen más que otros.",weighted average,wikipedia.org
punto muestral,"En la teoría de la probabilidad, un evento elemental, también llamado evento atómico o punto de muestra, es un evento que contiene solo un resultado en el espacio de la muestra.",sample point,wikipedia.org
redondeo,"Reducir o redondear significa reemplazar un número con un valor aproximado que tiene una representación más corta, más simple o más explícita.",rounding,wikipedia.org
sesgo,"El sesgo es un peso desproporcionado a favor o contra Anidea o cosa, generalmente de una manera inexacta, de mente cerrada, perjudicial o injusta.",bias,wikipedia.org
sucesos elementales,"En la teoría de la probabilidad, un evento elemental, también llamado evento atómico o punto de muestra, es un evento que contiene solo un resultado en el espacio de la muestra.",elementary events,wikipedia.org
tabla de contingencia,"En estadísticas, una tabla de contingencia (también conocida como tabulación cruzada o crosstab) es un tipo de tabla en un formato de matriz que muestra la distribución de frecuencia multivariada de las variables.",contingency table,wikipedia.org
tasa de mortalidad infantil,La mortalidad infantil es la muerte de Aninfant antes del primer cumpleaños del bebé.,infant mortality rate,wikipedia.org
unidad de muestreo,"En estadísticas, una unidad es un miembro de un conjunto de entidades que se estudian.",sampling unit,wikipedia.org
variable,"El término variable es relevante para varios contextos, y es especialmente importante para las matemáticas y la informática.",variable,wikipedia.org
variable aleatoria,"Una variable aleatoria (también llamada cantidad aleatoria, variable aleatoria o variable estocástica) es una formalización matemática de una cantidad u objeto que depende de eventos aleatorios.",random variable,wikipedia.org
variable continua,"En matemáticas y estadísticas, una variable cuantitativa puede ser continua o discreta si se obtiene típicamente midiendo o contando, respectivamente.",continuous variable,wikipedia.org
variable cualitativa,"En estadísticas, una variable categórica (también llamada variable cualitativa) es una variable que puede asumir uno de un número limitado, y generalmente fijo, de valores posibles, asignando a cada individuo u otra unidad de observación a un grupo o categoría nominal particular sobre la base de alguna propiedad cualitativa.",qualitative variable,wikipedia.org
variable cuantitativa,"En matemáticas y estadísticas, una variable cuantitativa puede ser continua o discreta si se obtiene típicamente midiendo o contando, respectivamente.",quantitative variable,wikipedia.org
variable discreta,"En matemáticas y estadísticas, una variable cuantitativa puede ser continua o discreta si se obtiene típicamente midiendo o contando, respectivamente.",discrete variable,wikipedia.org
variable nominal,El nivel de medición o escala de medida es una clasificación que describe la naturaleza de la información dentro de los valores asignados a las variables.,nominal variable,wikipedia.org
variable ordinal,Los datos ordinales son un tipo de datos estadísticos categóricos donde las variables tienen categorías naturales y ordenadas y las distancias entre las categorías no se conocen.,ordinal variable,wikipedia.org
varianza,"En la teoría y las estadísticas de la probabilidad, la varianza es el valor esperado de la desviación al cuadrado de la media de una variable aleatoria.",variance,wikipedia.org
base de datos relacional,"Una base de datos relacional (RDB) es una base de datos basada en el modelo relacional de datos, según lo propuesto por e.",relational database,wikipedia.org
sql,"Lenguaje de consulta estructurado (SQL) (pronunciado / ˌɛsˌkjuˈɛl / S-Q-L; o alternativamente como / ˈsiːkwəl / ""secuela"") es un lenguaje específico de dominio utilizado para administrar los datos, especialmente en un sistema de gestión de bases de datos relacional (RDBMS).",sql,wikipedia.org
nosql,"NoSQL (que se refiere originalmente a ""no SQL"" o ""no relacional"") es un enfoque para el diseño de la base de datos que se centra en proporcionar un mecanismo para el almacenamiento y la recuperación de datos que se modelan en medias distintas de las relaciones tabulares utilizadas en bases de datos relacionales.",nosql,wikipedia.org
entidad relación,Un modelo de entidad -relación (o modelo ER) describe cosas interrelacionadas de interés en un dominio específico de conocimiento.,entity relationship,wikipedia.org
llave primaria,"En el modelo relacional de bases de datos, una clave primaria es un atributo designado (columna) que puede identificar y distinguir de manera confiable entre cada registro individual en una tabla.",primary key,wikipedia.org
consultas,"Consulta, una solicitud precisa de recuperación de información realizada en una base de datos, estructura de datos o sistema de información.",queries,wikipedia.org
inner join,Una cláusula de unión en el lenguaje de consulta estructurada (SQL) combina columnas de una o más tablas en una nueva tabla.,inner join,wikipedia.org
outer join,Una cláusula de unión en el lenguaje de consulta estructurada (SQL) combina columnas de una o más tablas en una nueva tabla.,outer join,wikipedia.org
base de datos distribuida,Una base de datos distribuida es una base de datos en la que los datos se almacenan en diferentes ubicaciones físicas.,distributed database,wikipedia.org
sharding,"Un fragmento de la base de datos, o simplemente un fragmento, es una partición horizontal de datos en una base de datos o motor de búsqueda.",sharding,wikipedia.org
consistencia de datos,La inconsistencia de los datos se refiere a si los mismos datos mantenidos en diferentes lugares sí coinciden o no coinciden.,data consistency,wikipedia.org
base de datos en la nube,Una base de datos en la nube es una base de datos que generalmente se ejecuta en una plataforma de computación en la nube y el acceso a la base de datos se proporciona como servicio.,cloud database,wikipedia.org
data lake,"Un lago de datos es un sistema o repositorio de datos almacenados en formato natural/sin procesar de datos, generalmente blobs o archivos de objetos.",data lake,wikipedia.org
data warehouse,"En la informática, un almacén de datos (DW o DWH), también conocido como un almacén de datos empresarial (EDW), es un sistema utilizado para informes y análisis de datos y es un componente central de la inteligencia empresarial.",data warehouse,wikipedia.org
mongodb,MongoDB es un programa de base de datos orientado a documentos de origen.,mongodb,wikipedia.org
redis,"Redis (/ˈrɛdɪs/; servidor de diccionario remoto) es un almacenamiento en memoria disponible de origen, utilizado como una base de datos de clave, caché y un corredor de mensajes distribuidos de clave en memoria, con una durabilidad opcional.",redis,wikipedia.org
mysql,MySQL (/ˌMaɪˌɛsˌkjuːˈɛl/) es un sistema de gestión de bases de datos relacionales de código abierto (RDBMS).,mysql,wikipedia.org
postgresql,"PostgreSQL (/ ˌpoʊstɡrɛskjuˈɛl/ Pohst-Gres-Kew-El) también conocido como Postgres, es un sistema de gestión de bases de datos relacional (RDBMS) gratuito y de código abierto que enfatiza la extensibilidad y el cumplimiento de SQL.",postgresql,wikipedia.org
microsoft sql server,"Microsoft SQL Server (lenguaje de consulta estructurado) (a menudo pronunciada ""secuela"") es un sistema de gestión de bases de datos relacionales patentados desarrollado por Microsoft.",microsoft sql server,wikipedia.org
sqlite,"Sqlite (/ˌɛsˌkjuːˌɛlˈaɪt/,/ˈsiːkwəˌlaɪt/) es un motor de base de datos relacional gratuito y de código abierto escrito en el lenguaje de programación C.",sqlite,wikipedia.org
modelado de datos,El modelado de datos en la ingeniería de software es el proceso de crear un modelo de datos para el sistema AnInformation aplicando ciertas técnicas formales.,data modeling,wikipedia.org
seguridad en bases de datos,"La seguridad de la base de datos se refiere al uso de una amplia gama de controles de seguridad de la información para proteger las bases de datos contra los compromisos de su confidencialidad, integridad y disponibilidad.",database security,wikipedia.org
auditoría de bases de datos,La auditoría de la base de datos implica observar una base de datos para conocer las acciones de los usuarios de la base de datos.,database audit,wikipedia.org
hadoop,"Apache Hadoop ( /Həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",hadoop,wikipedia.org
apache spark,Apache Spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,apache spark,wikipedia.org
mapreduce,MapReduce es un modelo de programación y una implementación asociada para procesar y generar grandes conjuntos de datos con un algoritmo paralelo y distribuido en un clúster.,mapreduce,wikipedia.org
nosql,"NoSQL (que se refiere originalmente a ""no SQL"" o ""no relacional"") es un enfoque para el diseño de la base de datos que se centra en proporcionar un mecanismo para el almacenamiento y la recuperación de datos que se modelan en medias distintas de las relaciones tabulares utilizadas en bases de datos relacionales.",nosql,wikipedia.org
mongodb,MongoDB es un programa de base de datos orientado a documentos de origen.,mongodb,wikipedia.org
procesamiento en batch,El procesamiento por lotes computarizado es un método para ejecutar programas de software llamados trabajos en lotes automáticamente.,batch processing,wikipedia.org
data lake,"Un lago de datos es un sistema o repositorio de datos almacenados en formato natural/sin procesar de datos, generalmente blobs o archivos de objetos.",data lake,wikipedia.org
data warehouse,"En la informática, un almacén de datos (DW o DWH), también conocido como un almacén de datos empresarial (EDW), es un sistema utilizado para informes y análisis de datos y es un componente central de la inteligencia empresarial.",data warehouse,wikipedia.org
apache kafka,Apache Kafka es una tienda de eventos distribuida y una plataforma de procesamiento de transmisión.,apache kafka,wikipedia.org
elasticsearch,"Elasticsearch es un motor de búsqueda basado en Apache Lucene, un motor de búsqueda gratuito y de código abierto.",elasticsearch,wikipedia.org
almacenamiento en la nube,"El almacenamiento en la nube es un modelo de almacenamiento de datos de la computadora en el que los datos, se dice que están en ""la nube"", se almacena de forma remota en grupos lógicos y es accesible para los usuarios en una red, generalmente en Internet.",cloud storage,wikipedia.org
redundancia de datos,"En la memoria principal de la computadora, el almacenamiento auxiliar y los buses de la computadora, la redundancia de datos es la existencia de datos adicionales a los datos reales y permite la corrección de errores en los datos almacenados o transmitidos.",data redundancy,wikipedia.org
alta disponibilidad,"La alta disponibilidad (HA) es una característica de un sistema que tiene como objetivo garantizar un nivel acordado de rendimiento operativo, generalmente tiempo de actividad, durante un período más alto de lo normal.",high availability,wikipedia.org
sesgo de muestra,"En estadísticas, el sesgo de muestreo es un sesgo en el que se recolecta una muestra de tal manera que algunos miembros de la población prevista tienen una probabilidad de muestreo menor o mayor que otros.",sample bias,wikipedia.org
tasa de verdaderos positivos,"En medicina y estadísticas, la sensibilidad y la especificidad describen matemáticamente la precisión de una prueba que informa la presencia o ausencia de una afección médica.",true positive rate,wikipedia.org
estadística inferencial,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,inferential statistics,wikipedia.org
prueba de hipótesis,Una prueba de hipótesis estadística es un método de inferencia estadística utilizada para decidir si los datos respaldan suficientemente una hipótesis particular.,hypothesis test,wikipedia.org
series de tiempo,"En Matemáticas, una serie de tiempo es una serie de puntos de datos indexados (o enumerados o gráficos) en el orden de tiempo.",time series,wikipedia.org
redes neuronales recurrentes,"Las redes neuronales recurrentes (RNN) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",recurrent neural networks,wikipedia.org
deteccion de anomalias,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",anomaly detection,wikipedia.org
poblacion estadistica,"En estadísticas, una población es un conjunto de elementos o eventos similares que es de interés para alguna pregunta o experimento.",statistical population,wikipedia.org
muesta estadistica,"Estadísticas (de alemán: Statistik, origen ""Descripción de un estado, un país"") es la disciplina que se refiere a la recopilación, organización, análisis, interpretación y presentación de datos.",statistics,wikipedia.org
covarianza,"En la teoría y las estadísticas de la probabilidad, la covarianza es una medida de la variabilidad conjunta de dos variables aleatorias.",covariance,wikipedia.org
entrenamiento de modelos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",model training,wikipedia.org
ingeniería de características,La ingeniería de características es un paso de preprocesamiento en el aprendizaje automático supervisado y el modelado estadístico que transforma los datos sin procesar en un conjunto más efectivo de entradas.,feature engineering,wikipedia.org
tuning de hiperparámetros,"En el aprendizaje automático, la optimización o la ajuste del hiperparameter es el problema de elegir un conjunto de hiperparámetros óptimos para un algoritmo de aprendizaje.",hyperparameter tuning,wikipedia.org
onnx,El intercambio de redes neuronales abiertas (ONNX) [ˈɒnɪks] es un ecosistema de inteligencia artificial de código abierto de empresas de tecnología y organizaciones de investigación que establecen estándares abiertos para representar algoritmos de aprendizaje automático y herramientas de software para promover la innovación y la colaboración en el sector de la IA.,onnx,wikipedia.org
exploración de datos,"La exploración de datos es un enfoque similar al análisis de datos inicial, por el cual un analista de datos utiliza la exploración visual para comprender qué está en un conjunto de datos y las características de los datos, en lugar de a través de los sistemas de gestión de datos tradicionales.",data exploration,wikipedia.org
análisis exploratorio de datos,"En estadísticas, el análisis de datos exploratorios (EDA) es un enfoque de analizar conjuntos de datos para resumir sus características principales, a menudo utilizando gráficos estadísticos y otros métodos de visualización de datos.",exploratory data analysis,wikipedia.org
estadística descriptiva,"Una estadística descriptiva (en el sentido del sustantivo del recuento) es una estadística resumida que describe o resume cuantitativamente las características de una recopilación de información, mientras que las estadísticas descriptivas (en el sentido del sustantivo masivo) es el proceso de usar y analizar esas estadísticas.",descriptive statistics,wikipedia.org
media,"En lenguaje ordinario, un promedio es un número o valor único que mejor representa un conjunto de datos.",average,wikipedia.org
mediana,"La mediana de un conjunto de números es el valor que separa la mitad más alta de la mitad inferior de una muestra de datos, una población o una distribución de probabilidad.",median,wikipedia.org
varianza,"En la teoría y las estadísticas de la probabilidad, la varianza es el valor esperado de la desviación al cuadrado de la media de una variable aleatoria.",variance,wikipedia.org
desviación estándar,"En estadísticas, la desviación estándar es una medida de la cantidad de variación de los valores de una variable sobre su media.",standard deviation,wikipedia.org
percentiles,"En estadísticas, un percentil K-th, también conocido como puntaje de percentil o Centilo, es una puntuación (por ejemplo, un punto de datos) por debajo del cual se cae un porcentaje K dado de puntajes arreglados de la distribución de frecuencia de frecuencia (definición ""exclusiva"") o un puntaje en o inferior a la cual cae un porcentaje dado (definición ""inclusiva""); i.",percentiles,wikipedia.org
cuartiles,"En las estadísticas, los cuartiles son un tipo de cuantiles que dividen el número de puntos de datos en cuatro partes, o cuartos de tamaño más o menos o menos.",quartiles,wikipedia.org
histogramas,Un histograma es una representación visual de la distribución de datos cuantitativos.,histograms,wikipedia.org
diagramas de caja,"En las estadísticas descriptivas, un diagrama de caja o diagrama de caja es un método para demostrar gráficamente los grupos de datos numéricos de la localidad y asimetría a través de sus cuartiles.",boxplots,wikipedia.org
gráficos de dispersión,"Una gráfica de dispersión, también llamada Plócloe de dispersión, gráfico de dispersión, gráfico de dispersión, dispersión o diagrama de dispersión, es un tipo de gráfico o diagrama matemático que usa coordenadas cartesianas para mostrar valores para típicamente dos variables para un conjunto de datos.",scatter plots,wikipedia.org
matrices de correlación,"En estadísticas, la correlación o la dependencia es cualquier relación estadística, ya sea causal o no, entre dos variables aleatorias o datos bivariados.",correlation matrices,wikipedia.org
diagrama de pareto,"Un gráfico de Pareto es un tipo de gráfico que contiene tanto barras como un gráfico de línea, donde los valores individuales se representan en orden descendente por barras, y el total acumulativo está representado por la línea.",pareto chart,wikipedia.org
análisis bivariado,El análisis bivariado es una de las formas más simples de análisis cuantitativo (estadístico).,bivariate analysis,wikipedia.org
análisis multivariado,"Las estadísticas multivariadas es una subdivisión de estadísticas que abarcan la observación y el análisis simultáneos de más de una variable de resultado, i.",multivariate analysis,wikipedia.org
transformación de datos,"En la computación, la transformación de datos es el proceso de convertir datos de un formato o estructura en otro formato o estructura.",data transformation,wikipedia.org
reducción de dimensionalidad,"La reducción de la dimensionalidad, o la reducción de la dimensión, es la transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión para que la representación de baja dimensión retenga algunas propiedades significativas de los datos originales, idealmente cerca de su dimensión intrínseca.",dimensionality reduction,wikipedia.org
gráficos de barras,Un gráfico de barras o gráfico de barras es un gráfico o gráfico que presenta datos categóricos con barras rectangulares con alturas o longitudes proporcionales a los valores que representan.,bar charts,wikipedia.org
gráficos de líneas,"Un gráfico de línea o gráfico de línea, también conocido como gráfico de curva, es un tipo de gráfico que muestra información como una serie de puntos de datos llamados 'marcadores' conectados por segmentos de línea recta.",line charts,wikipedia.org
nubes de palabras,Una nube de etiquetas (también conocida como nube de palabras o una lista ponderada en diseño visual) es una representación visual de los datos de texto que a menudo se usa para representar metadatos de palabras clave en sitios web o para visualizar el texto de forma gratuita.,word clouds,wikipedia.org
mapas de calor,Un mapa de calor (o mapa de calor) es una técnica de visualización de datos bidimensional que representa la magnitud de los valores individuales dentro de un conjunto de datos como color.,heat maps,wikipedia.org
estadística descriptiva,"Una estadística descriptiva (en el sentido del sustantivo del recuento) es una estadística resumida que describe o resume cuantitativamente las características de una recopilación de información, mientras que las estadísticas descriptivas (en el sentido del sustantivo masivo) es el proceso de usar y analizar esas estadísticas.",descriptive statistics,wikipedia.org
estadística inferencial,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,inferential statistics,wikipedia.org
media aritmética,"En matemáticas y estadísticas, la media aritmética ( / ˌærɪθˈmɛtɪk / arr-met-ik), promedio aritmético, o simplemente la media o promedio (cuando el contexto es claro) es la suma de una colección de números divididos por el recuento de números en la colección.",arithmetic mean,wikipedia.org
mediana,"La mediana de un conjunto de números es el valor que separa la mitad más alta de la mitad inferior de una muestra de datos, una población o una distribución de probabilidad.",median,wikipedia.org
varianza,"En la teoría y las estadísticas de la probabilidad, la varianza es el valor esperado de la desviación al cuadrado de la media de una variable aleatoria.",variance,wikipedia.org
desviación estándar,"En estadísticas, la desviación estándar es una medida de la cantidad de variación de los valores de una variable sobre su media.",standard deviation,wikipedia.org
coeficiente de variación,"En la teoría y las estadísticas de la probabilidad, el coeficiente de variación (CV), también conocido como desviación de raíz de raíz normalizada (NRMSD), porcentaje de RMS y desviación estándar relativa (RSD), es una medida estandarizada de dispersión de una distribución de probabilidad o distribución de frecuencia.",variation coefficient,wikipedia.org
distribución binomial,"En la teoría de la probabilidad y las estadísticas, la distribución binomial con los parámetros N y P es la distribución de probabilidad discreta del número de éxitos en una secuencia de experimentos NINDEPENDIENTES, cada uno de los cuales hace una pregunta sí-no, y cada una con su propio resultado booleano: éxito (con probabilidad P) o falla (con probabilidad Q = 1-P).",binomial distribution,wikipedia.org
distribución chi cuadrado,"En la teoría y las estadísticas de probabilidad, el χ2 Chi ^{2}}-Distribución (pronunciación: ʧiː skweəd, chee cuadrado) con k {displaystyle k} grados de libertad es la distribución de una suma de los cuadrados de k {displaystyle k} variables aleatorios normales independientes estándar.",chi square distribution,wikipedia.org
distribución exponencial,"En la teoría y las estadísticas de probabilidad, la distribución exponencial o la distribución exponencial negativa es la distribución de probabilidad de la distancia entre los eventos en un proceso de punto de Poisson, i.",exponential distribution,wikipedia.org
intervalo de confianza,"En estadísticas, un intervalo de confianza (IC) es una herramienta para estimar un parámetro, como la media de una población.",confidence interval,wikipedia.org
prueba de hipótesis,Una prueba de hipótesis estadística es un método de inferencia estadística utilizada para decidir si los datos respaldan suficientemente una hipótesis particular.,hypothesis test,wikipedia.org
nivel de significancia,"En las pruebas de hipótesis estadística, un error tipo I, o un falso positivo, es el rechazo erróneo de una hipótesis nula verdadera.",level of significance,wikipedia.org
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org
regresión múltiple,"En el modelado estadístico, el análisis de regresión es un conjunto de procesos estadísticos para estimar las relaciones entre una variable dependiente y una o más variables independientes libres de errores (a menudo llamadas regresores, predictores, covariables, variables o características explicativas).",multiple regression,wikipedia.org
correlación,"En estadísticas, la correlación o la dependencia es cualquier relación estadística, ya sea causal o no, entre dos variables aleatorias o datos bivariados.",correlation,wikipedia.org
coeficiente de correlación de pearson,"En estadísticas, el coeficiente de correlación de Pearson (PCC) [A] es un coeficiente de correlación que mide la correlación lineal entre dos conjuntos de datos.",pearson correlation coefficient,wikipedia.org
análisis de varianza,El análisis de varianza (ANOVA) es una familia de métodos estadísticos utilizados para comparar las medias de dos o más grupos analizando la varianza.,variance analysis,wikipedia.org
prueba t de student,La prueba t de Student es una prueba estadística utilizada para probar si la diferencia entre la respuesta de dos grupos es estadísticamente significativa o no.,student t test,wikipedia.org
prueba de wilcoxon,La prueba de rango firmado de Wilcoxon es una prueba de rango no paramétrica para la prueba de hipótesis estadística utilizada para probar la ubicación de una población basada en una muestra de datos o para comparar las ubicaciones de dos poblaciones utilizando dos muestras coincidentes.,wilcoxon test,wikipedia.org
prueba de kruskal wallis,"La prueba de Kruskal-Wallis por rangos, Kruskal-Wallis H {DisplayStyle H} (llamado así por William Kruskal y W Allen Wallis), o ANOVA unidireccional en rangos es una prueba estadística no paramétrica para probar si las muestras se originan de la misma distribución.",kruskal wallis test,wikipedia.org
prueba de friedman,La prueba de Friedman es una prueba estadística no paramétrica desarrollada por Milton Friedman.,friedman test,wikipedia.org
muestreo aleatorio,"En estadísticas, garantía de calidad y metodología de encuestas, el muestreo es la selección de un subconjunto o una muestra estadística (denominada muestra para abreviar) de individuos dentro de una población estadística para estimar las características de toda la población.",random sampling,wikipedia.org
muestreo estratificado,"En estadísticas, el muestreo estratificado es un método de muestreo de una población que puede dividirse en subpoblaciones.",stratified sampling,wikipedia.org
sesgo de muestra,"En estadísticas, el sesgo de muestreo es un sesgo en el que se recolecta una muestra de tal manera que algunos miembros de la población prevista tienen una probabilidad de muestreo menor o mayor que otros.",sample bias,wikipedia.org
histogramas,Un histograma es una representación visual de la distribución de datos cuantitativos.,histograms,wikipedia.org
generación de texto,La generación del lenguaje natural (NLG) es un proceso de software que produce la producción del lenguaje natural.,text generation,wikipedia.org
machine translation,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de un idioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",machine translation,wikipedia.org
clasificación de texto,"La clasificación de documentos o la categorización de documentos es un problema en biblioteconomía, ciencias de la información e informática.",text classification,wikipedia.org
zero shot learning,"El aprendizaje de disparo cero (ZSL) es una configuración de problemas en el aprendizaje profundo donde, en el tiempo de prueba, un alumno observa muestras de clases que no se observaron durante la capacitación, y necesita predecir la clase a la que pertenecen.",zero shot learning,wikipedia.org
entrenamiento continuo,El entrenamiento continuo es una forma de ejercicio que se realiza a una intensidad continua en todo momento y no implica ningún período de descanso.,continuous training,wikipedia.org
procesamiento de imágenes,El procesamiento de imágenes digitales es el uso de una computadora digital para procesar imágenes digitales a través de un algoritmo.,image processing,wikipedia.org
segmentación de imágenes,"En el procesamiento de imágenes digitales y la visión por computadora, la segmentación de imágenes es el proceso de dividir una imagen digital en segmentos de imagen múltiples, también conocido como regiones de imágenes o objetos de imagen (conjuntos de píxeles).",image segmentation,wikipedia.org
filtro de sobel,"El operador de Sobel, a veces llamado operador de Sobel -Feldman o filtro de Sobel, se utiliza procesamiento de la imagen y visión por computadora, particularmente dentro de los algoritmos de detección de bordes donde crea un animación que enfatiza los bordes.",sobel filter,wikipedia.org
transformada de fourier,"En matemáticas, la transformación de Fourier (FT) es una transformación anual que toma una función como entrada y emite otra función que describe la medida en que se presente varias frecuencias en la función original.",fourier transform,wikipedia.org
upsampling,"En el procesamiento de señales digitales, el muestreo ascendente, la expansión y la interpolación son términos asociados con el proceso de remuestreo en un sistema de procesamiento de señal digital múltiple.",upsampling,wikipedia.org
ecualización de histograma,"Al igualación de histograma, un método de procesamiento de inimagen del ajuste de contraste utilizando el histograma de la imagen.",histogram equalization,wikipedia.org
reducción de ruido,Reducción de ruido El proceso de eliminar el ruido de una señal.,noise reduction,wikipedia.org
filtro gaussiano,"En la electrónica y el procesamiento de señales, principalmente en el procesamiento de señales digitales, un filtro gaussiano es un filtro cuya respuesta de impulso es una función gaussiana.",gaussian filter,wikipedia.org
morfología matemática,"La morfología matemática (MM) es una teoría y técnica para el análisis y procesamiento de estructuras geométricas, basadas en la teoría de conjuntos, la teoría de la red, la topología y las funciones aleatorias.",mathematical morphology,wikipedia.org
clasificación de imágenes,"Las tareas de visión por computadora incluyen métodos para adquirir, procesar, analizar y comprender imágenes digitales, y la extracción de datos de alta dimensión del mundo real para producir información numérica o simbólica, e.",image classification,wikipedia.org
detección de objetos,"La detección de objetos es una tecnología informática relacionada con la visión por computadora y el procesamiento de imágenes que se ocupa de la detección de instancias de objetos semánticos de una determinada clase (como humanos, edificios o automóviles) en imágenes y videos digitales.",object detection,wikipedia.org
