concepto,descripcion,source,num_tokens
herramientas de análisis interactivas,Las analíticas en la nube es un término de marketing para que las empresas lleven a cabo análisis utilizando la computación en la nube.,Wiki_SerpAPI,25
hadoop tolerancia a fallos,"Apache hadoop es un entorno de trabajo para software, bajo licencia libre, para programar aplicaciones distribuidas que manejen grandes volúmenes de datos (big data).",Wiki_SerpAPI,29
hadoop distribuido,Mapreduce es un modelo de programación y una implementación asociada para procesar y generar conjuntos de big data con un algoritmo paralelo y distribuido en un clúster.,Wiki_SerpAPI,28
hadoop código abierto,"Apache hadoop ( /həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",Wiki_SerpAPI,24
hadoop bajo costo,"Apache hadoop es un entorno de trabajo para software, bajo licencia libre, para programar aplicaciones distribuidas que manejen grandes volúmenes de datos (big data).",Wiki_SerpAPI,29
componentes que caracteriza a hdfs,"Apache hadoop ( /həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",Wiki_SerpAPI,24
nodo maestro,"La memoria larga a corto plazo, (eninglés, long short-term memory o lstm) es una arquitectura de red neuronal recurrente (rnn) desarrollada para abordar el problema de desvanecimiento de gradiente, que afecta la capacidad de las rnn tradicionales para aprender dependencias a largo plazo en secuencias de datos.",Wiki_SerpAPI,55
nodo de datos,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
mapa reducido,"En aprendizaje automático y estadística reducción de dimensionalidad o reducción de la dimensión es el proceso de reducción del número de variables aleatorias que se trate, y se puede dividir en selección de función y extracción de función.",Wiki_SerpAPI,40
componentes de spark,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
spark core,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
spark sql,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
spark streaming,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
spark mlib,Apache spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,Wiki_SerpAPI,20
apache hbase,Hbase es una base de datos distribuida no relacional de código abierto modelada después de la gran cantidad de google y escrita en java.,Wiki_SerpAPI,25
marketing y ventas,"El marketing digital es el componente del marketing que utiliza internet y tecnologías digitales basadas en en línea, como computadoras de escritorio, teléfonos móviles y otros medios y plataformas digitales para promover productos y servicios.",Wiki_SerpAPI,38
afijacion de una muestra,"Estadísticas (de alemán: statistik, orig ""descripción de un estado, un país"") es la disciplina que se refiere a la recopilación, organización, análisis, interpretación y presentación de datos.",Wiki_SerpAPI,38
amplitud de un intervalo,"Un sinusoide con modulación puede descomponerse o sintetizar de dos sinusoides modulados con amplitud que están en fase de cuadratura, es decir, con un desplazamiento de fase del ciclo de un cuarto (90 grados o radianes π/2).",Wiki_SerpAPI,42
analisis de correlacion,"En estadísticas, el análisis de correlación canónica (cca), también llamado análisis de variables canónicas, es una forma de inferir información de matrices de covarianza cruzada.",Wiki_SerpAPI,31
base del indice,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
cartogramas,Las cartografías de la salud comprenden diferentes formas de expresión para entender y visibilizar una realidad heterotópica en el terreno de la salud.,Wiki_SerpAPI,24
clase mediana,El conjunto de datos cifar-10 (instituto canadiense para la investigación avanzada) es una colección de imágenes que se usan comúnmente para entrenar algoritmos de aprendizaje automático y visión por computadora.,Wiki_SerpAPI,33
clase modal,"En estadísticas, un modelo de clase latente (lcm) es un modelo para agrupar datos discretos multivariados.",Wiki_SerpAPI,20
codificacion,"En los circuitos digitales y el aprendizaje automático, un único-hot es un grupo de bits entre los cuales las combinaciones legales de valores son solo aquellas con un solo alto (1) bit y todos los demás bajos (0).",Wiki_SerpAPI,44
coeficiente de asimetria de fisher,"En estadística, un parámetro es el número que resume la gran cantidad de datos que pueden derivarse del estudio de una variable estadística.",Wiki_SerpAPI,25
coeficiente de asimetria de pearson,"En estadística, un parámetro es el número que resume la gran cantidad de datos que pueden derivarse del estudio de una variable estadística.",Wiki_SerpAPI,25
coeficiente de contingencia chi-cuadrado,Una prueba de chi cuadrado (también chi-cuadrado o prueba χ2) es una prueba de hipótesis estadística utilizada en el análisis de tablas de contingencia cuando los tamaños de muestra son grandes.,Wiki_SerpAPI,34
coeficiente de correlacion lineal de pearson,"En estadística, el análisis de componentes principales (en español acp, eninglés, pca) es una técnica utilizada para describir un conjunto de datos en términos de nuevas variables («componentes») no correlacionadas.",Wiki_SerpAPI,40
coeficiente de curtosis,"En probabilidá y estadística, una distribución normal multivariante, tamién llamada distribución gaussiana multivariante, ye una xeneralización de la distribución normal unidimensional a dimensiones cimeres.",Wiki_SerpAPI,28
coeficiente de variacion de pearson,"En estadística, un parámetro es el número que resume la gran cantidad de datos que pueden derivarse del estudio de una variable estadística.",Wiki_SerpAPI,25
componentes de una serie temporal,"En matemáticas, una serie de tiempo es una serie de puntos de datos indexados (o enumerados o gráficos) en el orden de tiempo.",Wiki_SerpAPI,27
conglomerado,El análisis o la agrupación de clúster es la tarea de agrupar un conjunto de objetos de tal manera que los objetos en el mismo grupo (llamado clúster) son más similares (en algún sentido específico definido por el analista) entre sí que a los de los de otros grupos (clústeres).,Wiki_SerpAPI,57
cuasivarianza,"En estadísticas y aprendizaje automático, la compensación de sesgo -varianza describe la relación entre la complejidad de un modelo, la precisión de sus predicciones y qué tan bien puede hacer predicciones en los datos previamente invisibles que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
dato,"Turi es un marco de cálculo distribuido basado en gráficos, de alto rendimiento y distribuido escrito en c ++.",Wiki_SerpAPI,22
dato cualitativo,1800: martineau · tocqueville · marx · spencer · le bon · ward · pareto · tönnies · veblen · simmel · durkheim · addams · miad · weber · du bois · mannheim · elias.,Wiki_SerpAPI,38
desvio tipificado,"En estadística, un parámetro es el número que resume la gran cantidad de datos que pueden derivarse del estudio de una variable estadística.",Wiki_SerpAPI,25
diagrama de cajas,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,Wiki_SerpAPI,30
diagrama en escalera,"Los cúmulos estelares abiertos son grupos d'estrelles formaos a partir d'una mesma nube molecular, ensin estructura y polo xeneral asimétricos.",Wiki_SerpAPI,22
distribucion condicional,Un campo aleatorio condicional (conditional random field o crf eninglés) es un modelo estocástico utilizado habitualmente para etiquetar y segmentar secuencias de datos o extraer información de documentos.,Wiki_SerpAPI,31
distribucion unidimensional,"En teoría y estadísticas de probabilidad, la distribución normal multivariada, la distribución gaussiana multivariada o la distribución normal conjunta es una generalización de la distribución normal unidimensional (univariante) a las dimensiones superiores.",Wiki_SerpAPI,37
distribucion normal o curva normal,"En teoría y estadísticas de probabilidad, la distribución normal multivariada, la distribución gaussiana multivariada o la distribución normal conjunta es una generalización de la distribución normal unidimensional (univariante) a las dimensiones superiores.",Wiki_SerpAPI,37
error tipo ii,"En las pruebas de hipótesis estadística, un error tipo i, o un falso positivo, es el rechazo erróneo de una hipótesis nula verdadera.",Wiki_SerpAPI,27
estacionaria,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",Wiki_SerpAPI,59
frecuencia absoluta,La palabra probabilidad ha sido utilizada en una variedad de maneras desde que esta fue primeramente aplicada al estudio matemático de juegos de posibilidad.,Wiki_SerpAPI,25
frecuencia absoluta acumulada,"En estadísticas, una ogiva, también conocida como polígono de frecuencia acumulativa, puede referirse a una de las dos cosas:.",Wiki_SerpAPI,24
frecuencia condicional,"En la recuperación de la información, tf -iidf (también tf*idf, tfidf, tf -idf o tf -idf), con el hecho de que la frecuencia de documento de la frecuencia a término -inverso, es una medida de importancia de una palabra para un documento en una colección o corpus, ajustado por el hecho de que algunas palabras parecen con mayor frecuencia en general.",Wiki_SerpAPI,70
frecuencia conjunta,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
fuentes de datos,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
grado de urbanizacion,La deforestación o el aclaramiento del bosque es la eliminación y destrucción de un bosque o un soporte de árboles de la tierra que luego se convierte en uso no forestal.,Wiki_SerpAPI,32
grafico de areas,Un modelo gráfico o modelo gráfico probabilístico (pgm) o modelo probabilístico estructurado es un modelo probabilístico para el cual un gráfico expresa la estructura de dependencia condicional entre las variables aleatorias.,Wiki_SerpAPI,34
grafico de cajas,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,Wiki_SerpAPI,30
grafico semilogaritmico,"En ciencia e ingeniería, una gráfica/gráfico semi-log o gráfico/gráfico semi-logarítmico tiene un eje en una escala logarítmica, la otra a escala lineal.",Wiki_SerpAPI,29
indice de valor,"En la teoría de juegos cooperativos, el valor de shapley es un método (concepto de solución) para distribuir de manera justa las ganancias o costos totales entre un grupo de jugadores que han colaborado.",Wiki_SerpAPI,38
indice agregativo,"En las matemáticas aplicadas y la toma de decisiones, el método de aleatorización de ííndices agregados (airm) es una modificación de un método de ííndices agregado bien conocido, [cita necesaria] dirigido a objetos complejos sujetos a una estimación de criterios múltiples bajo incertidumbre.",Wiki_SerpAPI,50
indice ideal de fisher,"En estadísticas, el método de fisher, también conocido como prueba de probabilidad combinada de fisher, es una técnica para la fusión de datos o el ""metanálisis"" (análisis de análisis).",Wiki_SerpAPI,37
indice de carli,La relación de señal y ruido máxima (psnr) es un término de ingeniería para la relación entre la potencia máxima posible de una señal y la potencia del ruido de corrupción que afecta la fidelidad de su representación.,Wiki_SerpAPI,41
indice de concentracion de gini,"En estadística, un parámetro es el número que resume la gran cantidad de datos que pueden derivarse del estudio de una variable estadística.",Wiki_SerpAPI,25
intervalo de clase,"En estadísticas, unintervalo de confianza (ic) es una herramienta para estimar un parámetro, como la media de una población.",Wiki_SerpAPI,24
marca de clase,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,Wiki_SerpAPI,30
media aritmetica para datos simples,"En matemáticas y estadísticas, la media aritmética ( y ˌærɪθˈmɛtɪk y arr-met-ik), promedio aritmético, o simplemente la media o promedio (cuando el contexto es claro) es la suma de una colección de números divididos por el recuento de números en la colección.",Wiki_SerpAPI,49
media aritmetica para datos agrupados,"En matemáticas y estadísticas, la media aritmética ( y ˌærɪθˈmɛtɪk y arr-met-ik), promedio aritmético, o simplemente la media o promedio (cuando el contexto es claro) es la suma de una colección de números divididos por el recuento de números en la colección.",Wiki_SerpAPI,49
medidas de forma,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
medidas de posicion de tendencia central,"En estadísticas, una tendencia central (o medida de tendencia central) es un valor central o típico para una distribución de probabilidad.",Wiki_SerpAPI,25
muestra no probabilistica,"En estadística, los métodos de montecarlo basados en cadenas de markov (mcmc por sus siglas eninglés, markov chain montecarlo) comprenden una clase de algoritmos para el muestreo de una distribución de probabilidad.",Wiki_SerpAPI,37
muestra probabilistica,"En estadística, los métodos de montecarlo basados en cadenas de markov (mcmc por sus siglas eninglés, markov chain montecarlo) comprenden una clase de algoritmos para el muestreo de una distribución de probabilidad.",Wiki_SerpAPI,37
muestreo aletorio simple,"En estadísticas, una muestra aleatoria simple (o srs) es un subconjunto de individuos (una muestra) elegido de un conjunto más grande (una población) en el que un subconjunto de individuos se elige al azar, todos con la misma probabilidad.",Wiki_SerpAPI,48
muestreo estratificado aleatorio,"Se puede afirmar que la historia de la estadística comienza en 1750, aunque con el tiempo, ha habido cambios en la interpretación de la palabra ""estadística"".",Wiki_SerpAPI,31
muestreo con reposicion,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
muestreo sin reposicion,Bootstrapping es un procedimiento para estimar la distribución de un estimador mediante el remuestreo (a menudo con el reemplazo) los datos o un modelo estimado a partir de los datos.,Wiki_SerpAPI,33
periodo de referencia de una encuesta,"La estadística es la disciplina que estudia la variabilidad, así como el proceso aleatorio que la genera siguiendo las leyes de la probabilidad.",Wiki_SerpAPI,25
poblacion finita,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
poblacion infinita,"Un algoritmo es una serie de pasos organizados que describe el proceso que se debe seguir, para dar solución a un problema específico.",Wiki_SerpAPI,25
poblacion objetivo,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
poligono de frecuencias acumuladas,"En estadísticas, una ogiva, también conocida como polígono de frecuencia acumulativa, puede referirse a una de las dos cosas:.",Wiki_SerpAPI,24
probabilidad de seleccion,"En aprendizaje de máquina y estadística, selección de característica, también conocida como selección de variable, selección de atributo o selección de subconjunto variable, es el proceso de seleccionar un subconjunto de características pertinentes (variables, predictores) para su uso en construcción de modelos.",Wiki_SerpAPI,50
probabilidad proporcional al tamano,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",Wiki_SerpAPI,34
suceso cierto,"En el análisis de datos, la detección de anomalías [también denominada detección de valores atípicos (eninglés: outlier detection)] y, en ocasiones, detección de rarezas suele entenderse como la identificación de elementos, sucesos u observaciones poco frecuentes que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,68
sucesos compuestos,"Esta es una cronología de la inteligencia artificial, a veces también llamada inteligencia sintética.",Wiki_SerpAPI,16
sucesos contrarios,"En el análisis de datos, la detección de anomalías [también denominada detección de valores atípicos (eninglés: outlier detection)] y, en ocasiones, detección de rarezas suele entenderse como la identificación de elementos, sucesos u observaciones poco frecuentes que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,68
tabla de datos agrupados,"Los datos agrupados son datos formados mediante la agregación de observaciones individuales de una variable en grupos, de modo que una distribución de frecuencia de estos grupos sirve como un medio conveniente para resumir o analizar los datos.",Wiki_SerpAPI,40
tasa de escolarizacion por edad,"El desempleo juvenil o paro juvenil es el paro de personas jóvenes, definidas por las naciones unidas como de 15 a 24 años de edad.",Wiki_SerpAPI,27
unidad estadistica,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
variable bidimensional,"La reducción de la dimensionalidad, o la reducción de la dimensión, es la transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión para que la representación de baja dimensión retenga algunas propiedades significativas de los datos originales, idealmente cerca de su dimensiónintrínseca.",Wiki_SerpAPI,52
variable deterministica,"En la informática, un algoritmo determinista es un algoritmo que, dada una entrada particular, siempre producirá la misma salida, con la máquina subyacente siempre pasando através de la misma secuencia de estados.",Wiki_SerpAPI,37
variable pluridimensional,"En la teoría de los sistemas matemáticos, un sistema multidimensional o un sistema m-d es un sistema en el que no solo existe una variable independiente (como el tiempo), sino que hay varias variables independientes.",Wiki_SerpAPI,40
variable unidimensional,"La reducción de la dimensionalidad, o la reducción de la dimensión, es la transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión para que la representación de baja dimensión retenga algunas propiedades significativas de los datos originales, idealmente cerca de su dimensiónintrínseca.",Wiki_SerpAPI,52
variaciones irregulares,"Bosques aleatorios o bosques de decisión aleatorios es un método de aprendizaje de conjunto para la clasificación, regresión y otras tareas que funciona creando una multitud de árboles de decisión durante la capacitación.",Wiki_SerpAPI,35
área bajo la curva roc,"Una curva característica de operación del receptor, o curva roc, es una gráfica gráfica que ilustra el rendimiento de un modelo de clasificador binario (también se puede usar para la clasificación de clase múltiple) con valores de umbral variables.",Wiki_SerpAPI,44
representaciones de codificador bidireccional de transformadores,Bert (bidirectional encoder representations from transformers) o representación de codificador bidireccional de transformadores es una técnica basada en redes neuronales para el pre-entrenamiento del procesamiento del lenguaje natural (pln) desarrollada por google.,Wiki_SerpAPI,37
ética/equidad,"La caja de potter es un modelo para tomar decisiones éticas, desarrolladas por ralph b.",Wiki_SerpAPI,16
bilingual evaluation understudy from transformers,Bleu (suplente de evaluación bilingüe) es un algoritmo para evaluar la calidad del texto que ha sido traducido a máquina de un lenguaje natural a otro.,Wiki_SerpAPI,29
tf.data,"Tensorflow es una biblioteca de código abierto para aprendizaje automático através de un rango de tareas, y desarrollado por google para satisfacer sus necesidades de sistemas capaces de construir y entrenar redes neuronales para detectar y descifrar patrones y correlaciones, análogos al aprendizaje y razonamiento usados por los humanos.",Wiki_SerpAPI,52
data set or dataset,Estos conjuntos de datos se utilizan en la investigación de aprendizaje automático (ml) y se han citado en revistas académicas revisadas por pares.,Wiki_SerpAPI,26
dqn,El aprendizaje de refuerzo profundo o deep reinforcement learning (drl) es un subcampo del aprendizaje automático que combina el aprendizaje reforzado con el aprendizaje profundo.,Wiki_SerpAPI,28
emd,"En la informática, la distancia de la tierra (emd) es una medida de disimilitud entre dos distribuciones de frecuencia, densidades o medidas, sobre un espacio métrico d.",Wiki_SerpAPI,32
ecdf o edf,"En estadísticas, una función de distribución empírica (también conocida como una función de distribución acumulativa empírica, ecdf) es la función de distribución asociada con la medida empírica de una muestra.",Wiki_SerpAPI,35
erm,"En la teoría del aprendizaje estadístico, el principio de minimización del riesgo empírico define una familia de algoritmos de aprendizaje basados en evaluar el rendimiento sobre un conjunto de datos conocido y fijo.",Wiki_SerpAPI,35
fn,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
fp,"El descubrimiento de patrones frecuentes es parte del descubrimiento de conocimiento en bases de datos, análisis masivo en línea y minería de datos; describe la tarea de encontrar los patrones más frecuentes y relevantes en los conjuntos de datos grandes.",Wiki_SerpAPI,43
fpr,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
gan,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,Wiki_SerpAPI,26
transformador generativo previamente entrenado,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",Wiki_SerpAPI,78
hitl,El humano en el bucle (hitl) se usa en múltiples contextos.,Wiki_SerpAPI,14
ksvm,"En el aprendizaje automático, el núcleo polinomial es una función del núcleo comúnmente utilizada con máquinas de vectores de soporte (svm) y otros modelos kernelizados, que representa la similitud de los vectores (muestras de entrenamiento) en un espacio de características sobre polinomios de las variables originales, lo que permite el aprendizaje de modelos no lineales.",Wiki_SerpAPI,63
modelo de lenguaje para aplicaciones de diálogo,Llama (large language model meta ai) es un gran modelo de lenguaje (llm) lanzado por meta ai en febrero de 2023.,Wiki_SerpAPI,26
tf.layers,Una red neuronal convolucional (cnn) es un tipo regularizado de red neuronal de avance que aprende las características por sí misma através de la optimización del filtro (o núcleo).,Wiki_SerpAPI,34
evals,"La evaluación de un clasificador binario generalmente asigna un valor numérico, o valores, a un clasificador que representa su precisión.",Wiki_SerpAPI,23
mdp,"El proceso de decisión de markov (mdp), también llamado programa dinámico estocástico o problema de control estocástico, es un modelo para la toma de decisiones secuenciales cuando los resultados soninciertos.",Wiki_SerpAPI,35
ecm,"Un modelo de corrección de errores (ecm) pertenece a una categoría de múltiples modelos de series temporales más utilizados para los datos donde las variables subyacentes tienen una tendencia estocástica común a largo plazo, también conocida como cointegración.",Wiki_SerpAPI,42
tf.metrics,"En la recuperación de la información, tf -iidf (también tf*idf, tfidf, tf -idf o tf -idf), con el hecho de que la frecuencia de documento de la frecuencia a término -inverso, es una medida de importancia de una palabra para un documento en una colección o corpus, ajustado por el hecho de que algunas palabras parecen con mayor frecuencia en general.",Wiki_SerpAPI,70
grafo de tensorflow,Las redes neuronales graph (gnn) son redes neuronales artificiales especializadas diseñadas para tareas cuyas entradas son gráficos.,Wiki_SerpAPI,20
evaluación fuera del modelo,"Aprendizaje de clasificación o aprendizaje automático de clasificación (mlr, por sus siglas eninglés) es la aplicación de aprendizaje automático, típicamente supervisado, semisupervisado o aprendizaje reforzado en la construcción de modelos de clasificación para sistemas de recuperación de información.",Wiki_SerpAPI,44
área bajo la curva de pr,"Una curva característica de operación del receptor, o curva roc, es una gráfica gráfica que ilustra el rendimiento de un modelo de clasificador binario (también se puede usar para la clasificación de clase múltiple) con valores de umbral variables.",Wiki_SerpAPI,44
atributos sensibles,La escala de características es un método utilizado para normalizar el rango de variables o características independientes de los datos.,Wiki_SerpAPI,21
relu,"En el contexto de las redes neuronales artificiales, el rectificador o la función de activación relu (rectificada de la unidad lineal) es una función de activación definida como la parte no negativa de su argumento, es decir, la función de rampa:.",Wiki_SerpAPI,48
rag,La generación de recuperación aumentada (rag) es una técnica que otorga capacidades generativas de la información de la recuperación de información de modelos de inteligencia artificial.,Wiki_SerpAPI,29
característica operativa del receptor,"Una curva característica de operación del receptor, o curva roc, es una gráfica gráfica que ilustra el rendimiento de un modelo de clasificador binario (también se puede usar para la clasificación de clase múltiple) con valores de umbral variables.",Wiki_SerpAPI,44
también llamada capa de autoatención,"Un transformador es un modelo de aprendizaje profundo que usa el mecanismo de autoatención, en el que se le da un peso diferente a cada parte de la entrada.",Wiki_SerpAPI,31
srm,La minimización del riesgo estructural (srm) es un principio inductivo de uso en el aprendizaje automático.,Wiki_SerpAPI,19
tpu,"La unidad de procesamiento tensor (tpu) es un circuito integrado específico de aplicación de acelerador de ia (asic) desarrollado por google para el aprendizaje automático de redes neuronales, utilizando el software tensorflow propio de google.",Wiki_SerpAPI,41
para árboles de decisión,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,Wiki_SerpAPI,30
vn,"En el aprendizaje automático, una red neuronal (también red neuronal artificial o red neuronal, ann o nn abreviada) es un modelo inspirado en la estructura y función de las redes neuronales biológicas en los cerebros de los animales.",Wiki_SerpAPI,43
tpr,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
de un atributo sensible,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
vae,"En el aprendizaje automático, un autoencoder variacional (vae) es una arquitectura de red neuronal artificial introducida por diederik p.",Wiki_SerpAPI,22
wals,"En lingüística, el número gramatical es una característica de sustantivos, pronombres, adjetivos y acuerdo verbal que expresa distinciones de conteo (como ""uno"", ""dos"" o ""tres o más"").",Wiki_SerpAPI,40
álgebra lineal acelerada,Jax es una biblioteca de python que proporciona un marco de aprendizaje automático para transformar funciones numéricas desarrolladas por google con algunas contribuciones de nvidia.,Wiki_SerpAPI,26
gan’s,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,Wiki_SerpAPI,26
llave foránea,"Turismo es un término que comprende las actividades que realizan las personas durante sus viajes y estancias en lugares distintos a su entorno habitual durante un período de tiempo inferior a un año, con fines de ocio, negocios u otros.",Wiki_SerpAPI,43
replicación de datos,No confundir con hiperparámetro (bayesiano).,Wiki_SerpAPI,8
transacciones,"El algoritmo a priori es un algoritmo utilizado en minería de datos, sobre bases de datos transaccionales, que permite encontrar de forma eficiente ""conjuntos de ítems frecuentes"", los cuales sirven de base para generar reglas de asociación.",Wiki_SerpAPI,43
base de datos olap,"En computación, procesamiento analítico en línea o olap (/ˈoʊlæp/), es un enfoque para responder rápidamente las consultas analíticas multidimensionales (mda).",Wiki_SerpAPI,27
base de datos oltp,"En computación, procesamiento analítico en línea o olap (/ˈoʊlæp/), es un enfoque para responder rápidamente las consultas analíticas multidimensionales (mda).",Wiki_SerpAPI,27
consultas preparadas,"La detección de objetos es una tecnología de ordenador relacionada con la visión artificial y el procesamiento de imagen que trata de detectar casos de objetos semánticos de una cierta clase (como humanos, edificios, o coches) en vídeos e imágenes digitales.",Wiki_SerpAPI,46
apache hive,"Apache hadoop ( /həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",Wiki_SerpAPI,24
streaming de datos,"En la comunicación orientada a las conexiones, un flujo de datos es la transmisión de una secuencia de señales codificadas digitalmente para transmitir información.",Wiki_SerpAPI,26
procesamiento en tiempo real,"Un sistema operativo en tiempo real (real time operating system), también conocido como rtos por sus siglas eninglés, es un sistema operativo liviano utilizado para desarrollar cosasíntimas e integrar tareas de diseño con recursos y tiempos específicos de manera óptima y sencilla como suele aplicar para los sistemas integrados.",Wiki_SerpAPI,54
indexación de datos,Un ííndice de base de datos es una estructura de datos que mejora la velocidad de las operaciones de recuperación de datos en una tabla de base de datos a costa de escrituras y espacio de almacenamiento adicionales para mantener la estructura de datos del ííndice.,Wiki_SerpAPI,47
machine learning en big data,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
scala,"Scala (/ ˈskːlː/ skah-lah) es un lenguaje de programación de propósito general de alto nivel de alto nivel, es un fuerte lenguaje de alto nivel escrita que admite la programación orientada a objetos y la programación funcional.",Wiki_SerpAPI,41
python en big data,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
