concepto,descripcion,concept,source
tasa de regularización,Un número que especifica la importancia relativa de la regularización durante el entrenamiento.,regularization rate,developers.google.com
aprendizaje de refuerzo (rl),"Una familia de algoritmos que aprenden una política óptima, cuyo objetivo es maximizar el retorno al interactuar con un entorno.",reinforcement learning (rl),developers.google.com
aprendizaje de refuerzo de la retroalimentación humana (rlhf),Uso de la retroalimentación de los evaluadores humanos para mejorar la calidad de las respuestas de un modelo.,reinforcement learning from human feedback (rlhf),developers.google.com
rehacer,Abreviatura de la unidad lineal rectificada.,relu,developers.google.com
búfer de reproducción,"En los algoritmos similares a DQN, la memoria utilizada por el agente para almacenar las transiciones de estado para su uso en la repetición de la experiencia.",replay buffer,developers.google.com
réplica,"Una copia del conjunto o modelo de entrenamiento, típicamente en otra máquina.",replica,developers.google.com
sesgo de informes,"El hecho de que la frecuencia con la que las personas escriben sobre acciones, resultados o propiedades no es un reflejo de sus frecuencias del mundo real o el grado en que una propiedad es característica de una clase de individuos.",reporting bias,developers.google.com
representación,El proceso de mapeo de datos a características útiles.,representation,developers.google.com
ranking,"La etapa final de un sistema de recomendación, durante el cual los elementos puntuados se pueden volver a inscribir de acuerdo con algún otro algoritmo (típicamente no ML).",re ranking,developers.google.com
recuperación de generación aumentada (trapo),Una técnica para mejorar la calidad del modelo de lenguaje grande (LLM) al conectarla con fuentes de conocimiento recuperadas después de que el modelo fue entrenado.,retrieval augmented generation (rag),developers.google.com
devolver,"En el aprendizaje de refuerzo, dada una cierta política y un determinado estado, el retorno es la suma de todas las recompensas que el agente espera recibir al seguir la política del estado hasta el final del episodio.",return,developers.google.com
premio,"En el aprendizaje de refuerzo, el resultado numérico de tomar una acción en un estado, según lo definido por el medio ambiente.",reward,developers.google.com
regularización de la cresta,Sinónimo de regularización L2.,ridge regularization,developers.google.com
rnn,Abreviatura de redes neuronales recurrentes.,rnn,developers.google.com
curva roc (característica operativa del receptor),Un gráfico de tasa positiva verdadera versus tasa de falsos positivos para diferentes umbrales de clasificación en la clasificación binaria.,roc (receiver operating characteristic) curve,developers.google.com
asignación de roles,Una parte opcional de un mensaje que identifica a un público objetivo para la respuesta de un modelo de IA generativo.,role prompting,developers.google.com
raíz,El nodo inicial (la primera condición) en un árbol de decisión.,root,developers.google.com
directorio raíz,El directorio que especifica para alojar subdirectorios del punto de control TensorFlow y archivos de eventos de múltiples modelos.,root directory,developers.google.com
error cuadrado medio de raíz (rmse),La raíz cuadrada del error cuadrado medio.,root mean squared error (rmse),developers.google.com
invariancia rotacional,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia la orientación de la imagen.",rotational invariance,developers.google.com
rouge (suplente orientado al recuerdo para la evaluación de la protección),Una familia de métricas que evalúan los modelos automáticos de resumen y traducción automática.,rouge (recall oriented understudy for gisting evaluation),developers.google.com
rouge l,Un miembro de la familia Rouge se centró en la longitud de la posterior subsecuencia común más larga en el texto de referencia y el texto generado.,rouge l,developers.google.com
rouge n,Un conjunto de métricas dentro de la familia Rouge que compara los n-gramos compartidos de cierto tamaño en el texto de referencia y el texto generado.,rouge n,developers.google.com
rouge s,Una forma indulgente de Rouge-N que permite la coincidencia de gramo de omisión.,rouge s,developers.google.com
r cuadrado,Una métrica de regresión que indica cuánta variación se debe una etiqueta a una característica andividual o a un conjunto de características.,r squared,developers.google.com
sesgo de muestreo,Ver sesgo de selección.,sampling bias,developers.google.com
muestreo con reemplazo,Un método para elegir elementos de un conjunto de elementos candidatos en el que se puede elegir el mismo elemento varias veces.,sampling with replacement,developers.google.com
modelo saved,El formato recomendado para guardar y recuperar modelos de flujo tensor.,savedmodel,developers.google.com
ahorrador,Un objeto TensorFlow responsable de guardar puntos de control del modelo.,saver,developers.google.com
escalar,Un solo número o una sola cadena que se puede representar como un tensor del rango 0.,scalar,developers.google.com
escalada,"Cualquier transformación o técnica matemática que cambie el rango de una etiqueta, un valor de característica o ambos.",scaling,developers.google.com
scikit learn,Una popular plataforma de aprendizaje automático de código abierto.,scikit learn,developers.google.com
tanteo,La parte de un sistema de recomendación que proporciona un valor o clasificación para cada elemento producido por la fase de generación de candidatos.,scoring,developers.google.com
sesgo de selección,Errores en conclusiones extraídas de datos muestreados debido a un proceso de selección que genera diferencias sistemáticas entre las muestras observadas en los datos y las no observadas.,selection bias,developers.google.com
atención propia (también llamada capa de atención propia),"Una capa de red neuronal que transforma una secuencia de incrustaciones (por ejemplo, incrustaciones de token) en otra secuencia de incrustaciones.",self attention (also called self attention layer),developers.google.com
aprendizaje auto supervisado,Una familia de técnicas para convertir un problema de aprendizaje automático no supervisado en un problema de aprendizaje automático supervisado al crear etiquetas sustitutas a partir de ejemplos no etiquetados.,self supervised learning,developers.google.com
auto entrenamiento,Una variante de aprendizaje auto-supervisado que es particularmente útil cuando todas las siguientes condiciones son verdaderas: la autodrinción funciona iterando en los siguientes dos pasos hasta que el modelo deja de mejorar: observe que cada iteración del paso 2 agrega más ejemplos etiquetados para el paso 1 para entrenar.,self training,developers.google.com
aprendizaje semi supervisado,"Entrenar un modelo en datos donde algunos de los ejemplos de capacitación tienen etiquetas, pero otras no.",semi supervised learning,developers.google.com
análisis de sentimientos,"Uso de algoritmos estadísticos o de aprendizaje automático para determinar la actitud general de un grupo, positiva o negativa), en el servicio, producto, organización o tema.",sentiment analysis,developers.google.com
modelo de secuencia,Un modelo cuyas entradas tienen una dependencia secuencial.,sequence model,developers.google.com
secuencia a la tarea de secuencia,Una tarea que convierte una secuencia de tokens aninput en una secuencia de salida de tokens.,sequence to sequence task,developers.google.com
servicio,El proceso de poner a disposición un modelo capacitado para proporcionar predicciones a través de la inferencia en línea o la inferencia fuera de línea.,serving,developers.google.com
forma (tensor),El número de elementos en cada dimensión de un tensor.,shape (tensor),developers.google.com
casco,Una división lógica del conjunto de capacitación o del modelo.,shard,developers.google.com
contracción,Un hiperparámetro en el aumento de gradiente que controla el sobreajuste.,shrinkage,developers.google.com
función sigmoidía,"Una función matemática que ""aplaste"" el valor de la entrada en un rango restringido, típicamente de 0 a 1 o -1 a + es decir, puede pasar cualquier número (dos, millones, mil millones negativos, lo que sea) a un sigmoide y la salida aún estará en el rango limitado.",sigmoid function,developers.google.com
medida de similitud,"En los algoritmos de agrupación, la métrica utilizada para determinar cuán similares son los dos ejemplos.",similarity measure,developers.google.com
programa único / datos múltiples (spmd),Una técnica de paralelismo donde el mismo cálculo se ejecuta en diferentes datos de entrada en paralelo en diferentes dispositivos.,single program / multiple data (spmd),developers.google.com
invariancia de tamaño,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia el tamaño de la imagen.",size invariance,developers.google.com
boceto,"En el aprendizaje automático no supervisado, una categoría de algoritmos que realizan un análisis de similitud preliminar en ejemplos.",sketching,developers.google.com
saltar gramo,"Un N-gram que puede omitir (o ""omitir"") palabras del contexto original, lo que significa que las N palabras podrían no haber sido originalmente adyacentes.",skip gram,developers.google.com
softmax,Una función que determina las probabilidades para cada clase posible en un modelo de clasificación de múltiples clases.,softmax,developers.google.com
ajuste de inmediato suave,"Una técnica para ajustar un modelo de lenguaje grande para una tarea en particular, sin ajuste fino intensivo de recursos.",soft prompt tuning,developers.google.com
característica escasa,Una característica cuyos valores son predominantemente cero o vacíos.,sparse feature,developers.google.com
representación escasa,Almacenar solo la (s) posición (s) de elementos distintos de cero en una característica escasa.,sparse representation,developers.google.com
vector escaso,Un vector cuyos valores son principalmente ceros.,sparse vector,developers.google.com
escasez,El número de elementos establecidos en cero (o nulo) en un vector o matriz dividido por el número total de entradas en ese vector o matriz.,sparsity,developers.google.com
agrupación espacial,Ver Agrupación.,spatial pooling,developers.google.com
dividir,"En un árbol de decisión, otro nombre para una condición.",split,developers.google.com
disidente,"Mientras capacita un árbol de decisión, la rutina (y el algoritmo) responsable de encontrar la mejor condición en cada nodo.",splitter,developers.google.com
spmd,Abreviatura para un solo programa y múltiples datos.,spmd,developers.google.com
pérdida de bisagra cuadrada,El cuadrado de la pérdida de la bisagra.,squared hinge loss,developers.google.com
pérdida al cuadrado,Sinónimo de pérdida de L2.,squared loss,developers.google.com
entrenamiento escenificado,Una táctica de entrenamiento de un modelo en una secuencia de etapas discretas.,staged training,developers.google.com
estado,"En el aprendizaje de refuerzo, los valores de parámetros que describen la configuración actual del entorno, que el agente utiliza para elegir una acción.",state,developers.google.com
función de valor de acción estatal,Sinónimo de Q-Function.,state action value function,developers.google.com
estático,Algo hecho una vez en lugar de continuamente.,static,developers.google.com
inferencia estática,Sinónimo de inferencia fuera de línea.,static inference,developers.google.com
estacionariedad,"Una característica cuyos valores no cambian en una o más dimensiones, generalmente el tiempo.",stationarity,developers.google.com
paso,Un pase hacia adelante y un pase hacia atrás de un lote.,step,developers.google.com
tamaño de paso,Sinónimo de tasa de aprendizaje.,step size,developers.google.com
descenso de gradiente estocástico (sgd),Un algoritmo de descenso de gradiente en el que el tamaño del lote es uno.,stochastic gradient descent (sgd),developers.google.com
paso,"En una operación o agrupación convolucional, el delta en cada dimensión de la siguiente serie de cortes de entrada.",stride,developers.google.com
minimización del riesgo estructural (srm),"Un algoritmo que equilibra dos objetivos: por ejemplo, una función que minimiza la pérdida+regularización en el conjunto de capacitación es un algoritmo de minimización de riesgo estructural.",structural risk minimization (srm),developers.google.com
subsamemplado,Ver Agrupación.,subsampling,developers.google.com
token de subvención,"En los modelos de idiomas, un token que es una subcadena de una palabra, que puede ser la palabra completa.",subword token,developers.google.com
resumen,"En TensorFlow, un valor o conjunto de valores calculados en un paso particular, generalmente utilizado para rastrear métricas del modelo durante el entrenamiento.",summary,developers.google.com
aprendizaje automático supervisado,Entrenamiento de un modelo a partir de características y sus etiquetas correspondientes.,supervised machine learning,developers.google.com
característica sintética,"Una característica que no está presente entre las características de entrada, pero ensamblada a partir de una o más de ellas.",synthetic feature,developers.google.com
t5,Un modelo de aprendizaje de transferencia de texto a texto introducido por Google AI en 2020.,t5,developers.google.com
t5x,Un marco de aprendizaje automático de código abierto diseñado para construir y capacitar a modelos de procesamiento de lenguaje natural a gran escala (PNL).,t5x,developers.google.com
aprendizaje de q tabular,"En el aprendizaje de refuerzo, implementando Q-learning mediante el uso de una tabla para almacenar las funciones Q para cada combinación de estado y acción.",tabular q learning,developers.google.com
objetivo,Sinónimo de etiqueta.,target,developers.google.com
red de destino,"En Deep Q-Learning, una red neuronal que es una aproximación estable de la red neuronal principal, donde la red neuronal principal implementa una función Q o una política.",target network,developers.google.com
temperatura,Un hiperparámetro que controla el grado de aleatoriedad de la salida de un modelo.,temperature,developers.google.com
datos temporales,Datos registrados en diferentes puntos en el tiempo.,temporal data,developers.google.com
tensor,La estructura de datos primaria en los programas de flujo de tensor.,tensor,developers.google.com
tabla tensor,El tablero que muestra los resúmenes guardados durante la ejecución de uno o más programas TensorFlow.,tensorboard,developers.google.com
tensorflow,"Una plataforma de aprendizaje automático a gran escala, distribuida.",tensorflow,developers.google.com
parque infantil,Un programa que visualiza cómo los diferentes hiperparámetros influyen en la capacitación del modelo (principalmente red neuronal).,tensorflow playground,developers.google.com
tensorflow serving,Una plataforma para implementar modelos capacitados en producción.,tensorflow serving,developers.google.com
unidad de procesamiento del tensor (tpu),Un circuito integrado específico de la aplicación (ASIC) que optimiza el rendimiento de las cargas de trabajo de aprendizaje automático.,tensor processing unit (tpu),developers.google.com
rango tensor,Ver rango (tensor).,tensor rank,developers.google.com
forma tensor,El número de elementos que un tensor contiene en varias dimensiones.,tensor shape,developers.google.com
tamaño del tensor,El número total de escalares un tensor contiene.,tensor size,developers.google.com
tienda tensor,Una biblioteca para leer y escribir eficientemente grandes matrices multidimensionales.,tensorstore,developers.google.com
condición de terminación,"En el aprendizaje de refuerzo, las condiciones que determinan cuándo termina un episodio, como cuando el agente alcanza un determinado estado o excede un número umbral de transiciones estatales.",termination condition,developers.google.com
prueba,"En un árbol de decisión, otro nombre para una condición.",test,developers.google.com
pérdida de prueba,Una métrica que representa la pérdida de un modelo contra el conjunto de pruebas.,test loss,developers.google.com
set de prueba,Un subconjunto del conjunto de datos reservado para probar un modelo capacitado.,test set,developers.google.com
tramo de texto,El tramo de índice de matriz asociado con una subsección específica de una cadena de texto.,text span,developers.google.com
tf.example,Un búfer de protocolo estándar para describir datos de entrada para capacitación o inferencia del modelo de aprendizaje automático.,tf.example,developers.google.com
tf.keras,Animplementation of Keras integrada en TensorFlow.,tf.keras,developers.google.com
umbral (para árboles de decisión),"En una condición alineada por el eje, el valor con el que se compara una característica.",threshold (for decision trees),developers.google.com
análisis de series de tiempo,Un subcampo de aprendizaje automático y estadísticas que analiza datos temporales.,time series analysis,developers.google.com
paso de tiempo,"Una célula ""desenrollada"" dentro de una red neuronal recurrente.",timestep,developers.google.com
simbólico,"En un modelo de lenguaje, la unidad atómica en la que el modelo está entrenando y haciendo predicciones.",token,developers.google.com
precisión k,"El porcentaje de veces que una ""etiqueta objetivo"" aparece dentro de las primeras posiciones K de las listas generadas.",top k accuracy,developers.google.com
torre,Un componente de una red neuronal profunda que es en sí misma una red neuronal profunda.,tower,developers.google.com
toxicidad,"El grado en que el contenido es abusivo, amenazante o ofensivo.",toxicity,developers.google.com
tpu,Abreviatura de la unidad de procesamiento del tensor.,tpu,developers.google.com
chip de tpu,Un acelerador de álgebra lineal programable con memoria de ancho de banda alto en chip que está optimizada para cargas de trabajo de aprendizaje automático.,tpu chip,developers.google.com
dispositivo tpu,"Una placa de circuito impreso (PCB) con múltiples chips de TPU, interfaces de red de alto ancho de banda y hardware de enfriamiento del sistema.",tpu device,developers.google.com
nodo tpu,Un recurso TPU en Google Cloud con un tipo de TPU específico.,tpu node,developers.google.com
tpu pod,Una configuración específica de dispositivos TPU en un centro de datos de Google.,tpu pod,developers.google.com
recurso tpu,"Una entidad TPU en Google Cloud que crea, administra o consumen.",tpu resource,developers.google.com
tpu slice,Una porción de TPU es una porción fraccional de los dispositivos TPU en un POD TPU.,tpu slice,developers.google.com
tipo de tpu,Una configuración de uno o más dispositivos TPU con una versión de hardware TPU específica.,tpu type,developers.google.com
trabajador de tpu,Un proceso que se ejecuta en una máquina host y ejecuta programas de aprendizaje automático en dispositivos TPU.,tpu worker,developers.google.com
capacitación,El proceso de determinar los parámetros ideales (pesos y sesgos) que comprende un modelo.,training,developers.google.com
pérdida de entrenamiento,Una métrica que representa la pérdida de un modelo durante una iteración de entrenamiento particular.,training loss,developers.google.com
capacitación que sirve sesgo,La diferencia entre el rendimiento de un modelo durante el entrenamiento y el rendimiento del mismo modelo durante la entrega.,training serving skew,developers.google.com
set de entrenamiento,El subconjunto del conjunto de datos utilizado para entrenar un modelo.,training set,developers.google.com
trayectoria,"En el aprendizaje de refuerzo, una secuencia de tuplas que representan una secuencia de transiciones estatales del agente, donde cada tupla corresponde al estado, la acción, la recompensa y el próximo estado para una transición de estado dada.",trajectory,developers.google.com
transferir el aprendizaje,Transferir información de una tarea de aprendizaje automático a otra.,transfer learning,developers.google.com
transformador,Una arquitectura de red neuronal se desarrolló en Google que se basa en mecanismos de autoatensión para transformar una secuencia de incrustaciones de entrada en una secuencia de integridades de salida sin depender de convoluciones o redes neuronales recurrentes.,transformer,developers.google.com
invariancia traslacional,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia la posición de los objetos dentro de la imagen.",translational invariance,developers.google.com
trigrama,Un n-gram en el que n = 3.,trigram,developers.google.com
verdadero negativo (tn),Un ejemplo en el que el modelo predice correctamente la clase negativa.,true negative (tn),developers.google.com
verdadero positivo (tp),Un ejemplo en el que el modelo predice correctamente la clase positiva.,true positive (tp),developers.google.com
tasa positiva verdadera (tpr),Sinónimo de recuperación.,true positive rate (tpr),developers.google.com
inconsciente (para un atributo sensible),"Una situación en la que están presentes atributos sensibles, pero no se incluyen en los datos de entrenamiento.",unawareness (to a sensitive attribute),developers.google.com
poco fijado,Producir un modelo con mala capacidad predictiva porque el modelo no ha capturado completamente la complejidad de los datos de entrenamiento.,underfitting,developers.google.com
subvenciones,Eliminar ejemplos de la clase mayoritaria en un conjunto de datos integral de clase para crear un conjunto de capacitación más equilibrado.,undersampling,developers.google.com
unidireccional,Un sistema que solo evalúa el texto que precede a una sección objetivo del texto.,unidirectional,developers.google.com
modelo de lenguaje unidireccional,"Un modelo de lenguaje que basa sus probabilidades solo en los tokens que aparecen antes, no después, en los token (s) objetivo (s).",unidirectional language model,developers.google.com
ejemplo sin etiqueta,Un ejemplo que contiene características pero que no hay etiqueta.,unlabeled example,developers.google.com
aprendizaje automático no supervisado,"Entrenamiento de un modelo para encontrar patrones en un conjunto de datos, generalmente un conjunto de datos sin etiquetar.",unsupervised machine learning,developers.google.com
modelado de elevación,"Una técnica de modelado, comúnmente utilizada en el marketing, que modela el ""efecto causal"" (también conocido como el ""impacto incremental"") de un ""tratamiento"" en un ""individuo.",uplift modeling,developers.google.com
peso al alza,Aplicando un peso a la clase muestreada igual al factor por el cual se muestra a la baja.,upweighting,developers.google.com
matriz de usuarios,"En los sistemas de recomendación, un vector de incrustación generado por la factorización de matriz que contiene señales latentes sobre las preferencias del usuario.",user matrix,developers.google.com
validación,La evaluación inicial de la calidad de un modelo.,validation,developers.google.com
pérdida de validación,Una métrica que representa la pérdida de un modelo en la validación establecida durante una iteración particular de capacitación.,validation loss,developers.google.com
conjunto de validación,El subconjunto del conjunto de datos que realiza una evaluación inicial contra un modelo capacitado.,validation set,developers.google.com
valor imputación,El proceso de reemplazar un valor faltante con un sustituto aceptable.,value imputation,developers.google.com
problema de gradiente de desaparición,La tendencia de los gradientes de las primeras capas ocultas de algunas redes neuronales profundas se vuelve sorprendentemente plana (baja).,vanishing gradient problem,developers.google.com
importancias variables,Un conjunto de puntajes que indica la importancia relativa de cada característica para el modelo.,variable importances,developers.google.com
autoencoder variacional (vae),Un tipo de autoencoder que aprovecha la discrepancia entre los ingresos y las salidas para generar versiones modificadas de las entradas.,variational autoencoder (vae),developers.google.com
vector,Término muy sobrecargado cuyo significado varía en diferentes campos matemáticos y científicos.,vector,developers.google.com
pérdida de wasserstein,"Una de las funciones de pérdida comúnmente utilizadas en las redes adversas generativas, basada en la distancia del motor de la Tierra entre la distribución de datos generados y datos reales.",wasserstein loss,developers.google.com
peso,Un valor que un modelo se multiplica por otro valor.,weight,developers.google.com
mínimos cuadrados alternativos pesados ​​(wals),"Un algoritmo para minimizar la función objetivo durante los sistemas de recomendación de factorización de matriz, lo que permite un downweighting de los ejemplos faltantes.",weighted alternating least squares (wals),developers.google.com
suma pesada,La suma de todos los valores de entrada relevantes multiplicados por sus pesos correspondientes.,weighted sum,developers.google.com
modelo ancho,Un modelo lineal que generalmente tiene muchas características de entrada dispersas.,wide model,developers.google.com
ancho,El número de neuronas en una capa particular de una red neuronal.,width,developers.google.com
sabiduría de la multitud,"La idea de que promediar las opiniones o estimaciones de un gran grupo de personas (""la multitud"") a menudo produce resultados sorprendentemente buenos.",wisdom of the crowd,developers.google.com
incrustación de palabras,"Representando cada palabra en una palabra establecida dentro de un vector de incrustación; Es decir, representar cada palabra como un vector de valores de punto flotante entre 0 y palabras con significados similares tienen representaciones más similares a las palabras con diferentes significados.",word embedding,developers.google.com
xla (álgebra lineal acelerada),"Un compilador de aprendizaje automático de código abierto para GPU, CPU y aceleradores ML.",xla (accelerated linear algebra),developers.google.com
aprendizaje de disparo cero,Un tipo de entrenamiento de aprendizaje automático donde el modelo infiere una predicción para una tarea en la que ya no estaba específicamente entrenada.,zero shot learning,developers.google.com
indicación de disparo cero,Un mensaje que no proporciona un ejemplo de cómo desea que responda el modelo de idioma grande.,zero shot prompting,developers.google.com
z normalización de la puntuación,Una técnica de escala que reemplaza un valor de característica en bruto con un valor de punto flotante que representa el número de desviaciones estándar de la media de esa característica.,z score normalization,developers.google.com
algoritmo,Una serie de pasos repetibles para llevar a cabo cierto tipo de tarea con datos.,algorithm,iaarbook.github.io
aprendizaje supervisado,En machine learning el aprendizaje supervisado es una técnica para deducir una función a partir de datos de entrenamiento.,supervised learning,iaarbook.github.io
aprendizaje no supervisado,El aprendizaje no supervisado es un método de machine learning en donde el modelo es ajustado a las observaciones.,unsupervised learning,iaarbook.github.io
aprendizaje por refuerzo,"En los problemas de aprendizaje por refuerzo, el algoritmo aprende observando el mundo que le rodea.",reinforcement learning,iaarbook.github.io
arboles de decision,"Los arboles de decision son un algoritmo de machine learning que consisten en diagramas con construcciones lógicas, muy similares a los sistemas de predicción basados en reglas, que sirven para representar y categorizar una serie de condiciones que ocurren de forma sucesiva, para la resolución de un problema.",decision trees,iaarbook.github.io
atributos,Los atributos son las propiedades individuales que se pueden medir de un fenómeno que se observa.,attributes,iaarbook.github.io
backpropagation,La propagación hacia atrás o backpropagation es un  algoritmo para el ajuste iterativo de los pesos utilizados por las redes neuronales.,backpropagation,iaarbook.github.io
bci,Bci o brain computer interfaces constituyen una tecnología que se basa en la adquisición de ondas cerebrales para luego ser procesadas e interpretadas por una máquina u ordenador.,bci,iaarbook.github.io
big data,La big data es la rama de las teconlogías de la información que estudia las dificultades inherentes a la manipulación de grandes conjuntos de datos.,big data,iaarbook.github.io
ciencia de datos,"La ciencia de datos es un campo interdisciplinario que involucra métodos científicos, procesos y sistemas para extraer conocimiento o un mejor entendimiento de datos en sus diferentes formas, ya sea estructurados o no estructurados.",data science,iaarbook.github.io
clasificacion,En machine learning los problemas de clasificación son aquellos en dónde el algoritmo de aprendizaje debe clasificar una serie de vectores en base a información de ejemplos previamente etiquetados.,classification,iaarbook.github.io
clustering,"El clustering o agrupamiento consiste en agrupar un un conjunto de objetos de tal manera que los miembros del mismo grupo (llamado clúster) sean más similares, en algún sentido u otro.",clustering,iaarbook.github.io
computacion en la nube,"La computación en la nube es un paradigma que permite ofrecer servicios de computación através de una red, que usualmente es la internet.",cloud computing,iaarbook.github.io
conjunto de datos,Un conjunto de datos o dataset es una colección de datos que habitualmente están estructurados en forma tabular.,data set,iaarbook.github.io
datos,"Un dato es una representación simbólica (numérica, alfabética, algorítmica, espacial, etc) de un atributo o variable cuantitativa o cualitativa.",data,iaarbook.github.io
deep learning,"El deep learning o aprendizaje profundo es un subcampo dentro del machine learning, el cuál utiliza distintas estructuras de redes neuronales para lograr el aprendizaje de sucesivas capas de representaciones cada vez más significativas de los datos.",deep learning,iaarbook.github.io
estadistica,La estadística suele ser definida como la ciencia de aprender de los datos o como la ciencia de obtener conclusiones en la presencia de incertidumbre.,statistics,iaarbook.github.io
estadistica descriptiva,"La estadística descriptiva se dedica a recolectar, ordenar, analizar y representar a un conjunto de datos, con el fin de describir apropiadamente las características de este.",descriptive statistics,iaarbook.github.io
estadistica inferencial,"La estadistica inferencial estudia cómo sacar conclusiones generales para toda la población a partir del estudio de una muestra, y el grado de fiabilidad o significación de los resultados obtenidos.",inferential statistics,iaarbook.github.io
funcion de activacion,En redes neuronales la función de activación es la que define la forma en que una neurona se activa de acuerdo a una entrada o conjunto de entradas.,activation function,iaarbook.github.io
funcion de perdida,"En machine learning y optimización, la función de pérdida es aquella que representa la pérdida de información o el precio pagado por la inexactitud en las predicciones.",loss function,iaarbook.github.io
gradiente,El concepto de gradiente es la generalización de derivada a funciones de más de una variable o vectores.,gradient,iaarbook.github.io
hadoop,"Hadoop es un framework de software, desarrollado en el lenguaje de programación java, que permite el procesamiento distribuido de grandes conjuntos de datos através de clusters de computadoras utilizando simples modelos de programación.",hadoop,iaarbook.github.io
hipotesis,"En estadística, una hipótesis es una suposición de algo posible o imposible para sacar de ello una o más conclusiones.",hypothesis,iaarbook.github.io
iaar,Iaar es la comunidad argentina de inteligencia artificial.,iaar,iaarbook.github.io
inteligencia artificial,La inteligencia artificial es el estudio de la inforseramática centrándose en el desarrollo de software o máquinas que exhiben una inteligencia humana.,artificial intelligence,iaarbook.github.io
interfaz cerebro computadora,"La interfaz cerebro computadora o bci es un campo multidisciplinario que utiliza los nuevos avances en neurociencia, procesamiento de señales, machine learning y las tecnologías de la información para explorar la forma de comunicar nuestro cerebro en forma directa con las máquinas, de la misma forma en que lo hacemos con nuestro cuerpo.",brain computer interfaces,iaarbook.github.io
internet de las cosas,"La internet de las cosas o iot es un concepto que se refiere a la interconexión digital de objetos cotidianos coninternet, permitiendo la creación de un sin fin de sistemas inteligentes que aprovechan los beneficios de la big data.",internet of things,iaarbook.github.io
java,Java es un lenguaje de programación orientado a objetos diseñado para ser multiplataforma y poder ser empleado el mismo programa en diversos sistemas operativos.,java,iaarbook.github.io
javascript,Javascript es el lenguaje de programación de la web.,javascript,iaarbook.github.io
keras,"Keras es una librería de alto nivel para deep learning, muy fácil de utilizar.",keras,iaarbook.github.io
k means,K-means es un algoritmo de machine learning no supervisado muy popular para problemas de agrupamiento; funciona reduciendo al mínimo la suma de las distancias cuadradas desde la media dentro de un agrupamiento.,k means,iaarbook.github.io
knn,Knn o k vecinos más cercanos es un algoritmo de machine learning que consiste en realizar predicciones sobre una clase en base a la clase a la que pertenecen los puntos vecinos más cercanos al que intentamos predecir.,knn,iaarbook.github.io
machine learning,El machine learning o aprendizaje automático es el diseño y estudio de las herramientas informáticas que utilizan la experiencia pasada para tomar decisiones futuras; es el estudio de programas que pueden aprender de los datos.,machine learning,iaarbook.github.io
matrices,"Una matriz es un arreglo bidimensional de números (llamados entradas de la matriz) ordenados en filas (o renglones) y columnas, donde una fila es cada una de las líneas horizontales de la matriz y una columna es cada una de las líneas verticales.",arrays,iaarbook.github.io
modelo,"En machine learning, un modelo es el objeto que va a representar la salida del algoritmo de aprendizaje.",model,iaarbook.github.io
muestra,En estadística un muestra es un subconjunto de casos o individuos de una población.,sample,iaarbook.github.io
neurona,Una neurona en una red neuronal artificial es una aproximación matemática de una neurona biológica.,neuron,iaarbook.github.io
open source,Open source es un modelo de desarrollo de software que se caracteriza por promover el rápido desarrollo e implementación de mejoras y corrección de errores en una solución de software.,open source,iaarbook.github.io
optimizacion,La optimización consiste en la selección del mejor elemento (con respecto a algún criterio) de un conjunto de elementos disponibles.,optimization,iaarbook.github.io
probabilidad,La probabilidad es la rama de las matemáticas que se ocupa de los fenómenos aleatorios y de la incertidumbre.,probability,iaarbook.github.io
procesamiento del lenguaje natural,El procesamiento del lenguaje natural es una disciplina interdisciplinaria cuya idea central es la de darle a las máquinas la capacidad de leer y comprender los idiomas que hablamos los humanos.,natural language processing,iaarbook.github.io
python,"Python es actualmente uno de los lenguajes más utilizados en inteligencia artificial y la ciencia de datos; es un lenguaje de programación de alto nivel que se caracteriza por hacer hincapié en una sintaxis limpia, que favorece un código legible y fácilmente administrable.",python,iaarbook.github.io
lenguaje r,R es un lenguaje de programacióninterpretado diseñado específicamente para el análisis estadístico y la manipulación de datos.,language r,iaarbook.github.io
red neuronal,"Las redes neuronales son un modelo computacional basado en un gran conjunto de unidades neuronales simples (neuronas artificiales), de forma aproximadamente análoga al comportamiento observado en los axones de las neuronas en los cerebros biológicos.",neural network,iaarbook.github.io
regresion,"En machine learning, la regresión consiste en encontrar la mejor relación que representa al conjuntos de datos.",regression,iaarbook.github.io
sobreajuste,"En machine learning un modelo va a estar sobreajustado cuando vemos que se desempeña bien con los datos de entrenamiento, pero su precisión es notablemente más baja con los datos de evaluación; esto se debe a que el modelo ha memorizado los datos que ha visto y no pudo generalizar las reglas para predecir los datos que no ha visto.",overfitting,iaarbook.github.io
svm,Las máquinas de vectores de soporte o svm es un algoritmo de machine learning cuya idea central consiste en encontrar un plano que separe los grupos dentro de los datos de la mejor forma posible.,svm,iaarbook.github.io
tensor,"Un tensor un un arreglo de números que generaliza los conceptos de escalares, vectores, y matrices a un grado mayor de dimensiones.",tensor,iaarbook.github.io
tensorflow,Tensorflow es un frameworks desarrollado por google para deep learning.,tensorflow,iaarbook.github.io
