concepto,descripcion,concept,source,num_tokens
gemini,"Gemini (anteriormente conocido como bard) es una familia de modelos de idiomas grandes multimodales desarrollados por google deepmind, que sirve como sucesor de lamda y palm 2.",gemini,Wiki_SerpAPI,31
modelos de gemini,"Gemini (anteriormente conocido como bard) es una familia de modelos de idiomas grandes multimodales desarrollados por google deepmind, que sirve como sucesor de lamda y palm 2.",gemini models,Wiki_SerpAPI,31
curva de generalización,"Para las aplicaciones de aprendizaje supervisado en el aprendizaje automático y la teoría del aprendizaje estadístico, el error de generalización (también conocido como error fuera de muestra o riesgo) es una medida de la precisión con la que un algoritmo es capaz de predecir resultados para datos nunca antes vistos.",generalization curve,Wiki_SerpAPI,54
red generativa adversaria,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,adversary generative network,Wiki_SerpAPI,26
conjunto de datos de referencia,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",reference data set,Wiki_SerpAPI,28
gpt,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,gpt,Wiki_SerpAPI,29
acumulación de gradientes,"La memoria larga a corto plazo, (eninglés, long short-term memory o lstm) es una arquitectura de red neuronal recurrente (rnn) desarrollada para abordar el problema de desvanecimiento de gradiente, que afecta la capacidad de las rnn tradicionales para aprender dependencias a largo plazo en secuencias de datos.",accumulation of gradients,Wiki_SerpAPI,55
árboles  impulsados por gradientes,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,gradient -driven trees,Wiki_SerpAPI,30
recorte de gradientes,"La memoria larga a corto plazo, (eninglés, long short-term memory o lstm) es una arquitectura de red neuronal recurrente (rnn) desarrollada para abordar el problema de desvanecimiento de gradiente, que afecta la capacidad de las rnn tradicionales para aprender dependencias a largo plazo en secuencias de datos.",gradient cut,Wiki_SerpAPI,55
descenso de gradientes,El descenso de gradiente es un método para la optimización matemática sin restricciones.,descent of gradients,Wiki_SerpAPI,14
política codiciosa,Un algoritmo codicioso es cualquier algoritmo que siga la heurística de resolución de problemas de hacer la decisión localmente óptima en cada etapa.,greedy policy,Wiki_SerpAPI,24
agrupamiento en clústeres jerárquico,"En la minería de datos y las estadísticas, la agrupación jerárquica (también llamada análisis de clúster jerárquico o hca) es un método de análisis de clúster que busca construir una jerarquía de grupos.",grouping in hierarchical clusters,Wiki_SerpAPI,37
ascenso de colinas,"En ciencia de la computación, el algoritmo hill climbing, también llamado algoritmo de escalada simple o ascenso de colinas es una técnica de optimización matemática que pertenece a la familia de los algoritmos de búsqueda local.",hill ascent,Wiki_SerpAPI,39
pérdida de bisagra,"En el aprendizaje automático, la pérdida de bisagra es una función de pérdida utilizada para los clasificadores de entrenamiento.",loss of hinge,Wiki_SerpAPI,21
datos de exclusión,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",exclusion data,Wiki_SerpAPI,26
evaluación humana,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",human evaluation,Wiki_SerpAPI,56
con interacción humana,"La interacción humana -computadora (hci) es una investigación en el diseño y el uso de la tecnología informática, que se centra en las interfaces entre las personas (usuarios) y las computadoras.",with human interaction,Wiki_SerpAPI,37
imputación,"En estadísticas, la imputación es el proceso de reemplazar los datos faltantes con valores sustituidos.",imputation,Wiki_SerpAPI,17
incompatibilidad de métricas de equidad,"En finanzas, un desajuste de activos -responsabilidad ocurre cuando los términos financieros de los activos y pasivos de una institución no se corresponden.",incompatibility of equity metrics,Wiki_SerpAPI,25
aprendizaje en contexto,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",learning in context,Wiki_SerpAPI,42
equidad individual,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",individual equity,Wiki_SerpAPI,30
generador de entradas,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",input generator,Wiki_SerpAPI,56
capa de entrada,"En las redes neuronales artificiales, la atención es una técnica que pretende imitar la atención cognitiva.",input layer,Wiki_SerpAPI,18
condición del conjunto,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,site condition,Wiki_SerpAPI,30
acuerdo entre evaluadores,El coeficiente kappa de cohen es una medida estadística que ajusta el efecto del azar en la proporción de la concordancia observada.,agreement between evaluators,Wiki_SerpAPI,23
intersección sobre la unión,"La detección de objetos es una tecnología informática relacionada con la visión por computadora y el procesamiento de imágenes que se ocupa de la detección de instancias de objetos semánticos de una determinada clase (como humanos, edificios o automóviles) enimágenes y videos digitales.",intersection on the union,Wiki_SerpAPI,47
máquinas de vectores soporte de kernel,"En el aprendizaje automático, las máquinas de vectores de soporte (svms, también de soporte de redes de vectores) se supervisan modelos máximos de margen con algoritmos de aprendizaje asociados que analizan datos para el análisis de clasificación y regresión.",kernel support vector machines,Wiki_SerpAPI,44
puntos clave,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",key points,Wiki_SerpAPI,56
validación cruzada de k-fold,"La validación cruzada, a veces llamada estimación de rotación o pruebas fuera de la muestra, es cualquiera de las varias técnicas similares de validación de modelos para evaluar cómo los resultados de un análisis estadístico se generalizarán en un conjunto de datos independiente.",k-fold cross validation,Wiki_SerpAPI,46
regularización l0,"En matemáticas, estadísticas, finanzas y ciencias de la computación, particularmente en el aprendizaje automático y los problemas inversos, la regularización es un proceso que convierte la respuesta de un problema a uno más simple.",regularization l0,Wiki_SerpAPI,39
regularización l1,"En matemáticas, estadísticas, finanzas y ciencias de la computación, particularmente en el aprendizaje automático y los problemas inversos, la regularización es un proceso que convierte la respuesta de un problema a uno más simple.",regularization l1,Wiki_SerpAPI,39
lamda,Lambda architecture es una arquitectura de procesamiento de datos diseñada para manejar cantidades masivas de datos aprovechando los métodos de procesamiento por lotes y flujo.,lamda,Wiki_SerpAPI,26
puntos de referencia,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",reference points,Wiki_SerpAPI,56
modelo de lenguaje extenso,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",extensive language model,Wiki_SerpAPI,78
oculta,"En la informática, la ocultación de información es el principio de segregación de las decisiones de diseño en un programa de computadora que es más probable que cambien, protegiendo así otras partes del programa de una modificación extensa si se cambia la decisión de diseño.",hidden,Wiki_SerpAPI,48
api de layers,Una red neuronal convolucional (cnn) es un tipo regularizado de red neuronal de avance que aprende las características por sí misma através de la optimización del filtro (o núcleo).,layers api,Wiki_SerpAPI,34
herramienta de interpretabilidad de aprendizaje,"La inteligencia artificial explicable (eninglés: explainable artificial intelligence, habitualmente abreviado xai) se refiere a métodos y técnicas en la aplicación de tecnología de inteligencia artificial (ia) por los que el ser humano es capaz de comprender las decisiones y predicciones realizadas por la inteligencia artificial.",learning interpretability tool,Wiki_SerpAPI,52
llm,"Un modelo de lenguaje grande (llm) es un tipo de modelo de aprendizaje automático diseñado para tareas de procesamiento del lenguaje natural, como la generación de idiomas.",llm,Wiki_SerpAPI,31
evaluaciones de llm,"La prueba de turing, originalmente llamada juego de imitación por alan turing en 1949, es una prueba de la capacidad de una máquina para exhibir un comportamiento inteligente equivalente al de un humano.",llm evaluations,Wiki_SerpAPI,36
logits,"En las estadísticas, la función logit (/ ˈloʊdʒɪt/ loh-jit) es la función cuantil asociada con la distribución logística estándar.",logits,Wiki_SerpAPI,23
logaritmo de probabilidad,Una función de probabilidad (a menudo simplemente llamada probabilidad) mide qué tan bien un modelo estadístico explica los datos observados calculando la probabilidad de ver esos datos bajo diferentes valores de parámetros del modelo.,probability logarithm,Wiki_SerpAPI,37
superficie de pérdida,"En estadística, optimización matemática, teoría de la decisión y economía, la función de pérdida es una función que relaciona un evento (técnicamente un elemento de un espacio de muestreo) con un número real que representa el coste económico asociado con el evento.",loss surface,Wiki_SerpAPI,48
adaptabilidad de bajo rango,"En estadísticas y aprendizaje automático, la compensación de sesgo -varianza describe la relación entre la complejidad de un modelo, la precisión de sus predicciones y qué tan bien puede hacer predicciones en los datos previamente invisibles que no se utilizaron para entrenar el modelo.",low -ranking adaptability,Wiki_SerpAPI,47
proceso de decisión de markov,"El proceso de decisión de markov (mdp), también llamado programa dinámico estocástico o problema de control estocástico, es un modelo para la toma de decisiones secuenciales cuando los resultados soninciertos.",markov's decision process,Wiki_SerpAPI,35
modelo de lenguaje enmascarado,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",masked language model,Wiki_SerpAPI,78
matplotlib,Scikit-learn (formerly scikitslearn and also known as sklearn) is a free and open-source machine learning library for the python programming language.,matpletlib,Wiki_SerpAPI,24
metaaprendizaje,Meta-learningis un subcampo de aprendizaje automático donde los algoritmos de aprendizaje automático se aplican a metadatos sobre experimentos de aprendizaje automático.,meta -learning,Wiki_SerpAPI,22
api de metrics,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",metrics api,Wiki_SerpAPI,43
minilote,No confundir con hiperparámetro (bayesiano).,minilote,Wiki_SerpAPI,8
descenso de gradientes estocástico  de minilotes,"El descenso de gradiente estocástico (eninglés: stochastic gradient descent, a menudo abreviado como sgd) es un método iterativo para optimizar una función objetivo con propiedades de suavidad adecuadas (por ejemplo, diferenciable o subdiferenciable).",descent of stochastic minylotic gradients,Wiki_SerpAPI,41
pérdida minimax,"En la optimización matemática y la teoría de la decisión, una función de pérdida o función de costo (a veces también llamada función de error) es una función que mapea un evento o valores de una o más variables en un número real que representa intuitivamente algún ""costo"" asociado con el evento.",minimax loss,Wiki_SerpAPI,58
aa,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",aa,Wiki_SerpAPI,42
mmit,La integración del modelo de madurez de la capacidad (cmmi) es un programa de capacitación y evaluación de mejora de nivel de proceso.,mmit,Wiki_SerpAPI,26
mnist,La base de datos mnist (base de datos de normas y normas modificadas del instituto nacional) es una gran base de datos de dígitos escritos a mano que se usa comúnmente para capacitar varios sistemas de procesamiento de imágenes.,mnist,Wiki_SerpAPI,42
modality,"El aprendizaje multimodal es un tipo de aprendizaje profundo que integra y procesa múltiples tipos de datos, denominados modalidades, como texto, audio, imágenes o videos.",modaly,Wiki_SerpAPI,30
capacidad del modelo,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",model capacity,Wiki_SerpAPI,56
aplicación en cascada de modelos,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",model cascade application,Wiki_SerpAPI,41
paralelismo de modelos,"El aprendizaje automático cuántico (eninglés quantum machine learning) es una novedosa área de investigacióninterdisciplinar, situada entre la mecánica cuántica y la informática, que suma esfuerzos para combinar la mecánica cuántica y el aprendizaje automático.",model parallelism,Wiki_SerpAPI,39
router de modelo,La mezcla de expertos (moe) es una técnica de aprendizaje automático donde se utilizan múltiples redes de expertos (alumnos) para dividir un espacio de problemas en regiones homogéneas.,model router,Wiki_SerpAPI,33
mt,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de unidioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",mt,Wiki_SerpAPI,31
clasificación de varias clases,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",classification of various classes,Wiki_SerpAPI,56
regresión logística multiclase,"En estadísticas, la regresión logística multinomial es un método de clasificación que generaliza la regresión logística a los problemas multiclase, es decir, con más de dos posibles resultados discretos.",multiclase logistics regression,Wiki_SerpAPI,33
autoatención de múltiples cabezas,"En las redes neuronales artificiales, la atención es una técnica que pretende imitar la atención cognitiva.",multiple heads,Wiki_SerpAPI,18
instrucción multimodal ajustada,"Un modelo extenso de lenguaje o llm (siglas eninglés para large language model), también llamado modelo de lenguaje de gran tamaño, modelo de lenguaje grande, o gran modelo de lenguaje, es un modelo de lenguaje de aprendizaje profundo, que consta de una red neuronal con muchos parámetros (normalmente miles de millones o más), entrenados en grandes cantidades de texto sin etiquetar mediante aprendizaje autosupervisado o aprendizaje semisupervisado.",adjusted multimodal instruction,Wiki_SerpAPI,78
clasificación multinomial,"En el aprendizaje automático y la clasificación estadística, la clasificación multiclase o la clasificación multinomial es el problema de clasificar las instancias en una de las tres o más clases.",multinomial classification,Wiki_SerpAPI,32
realizar varias tareas a la vez,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",perform several tasks at the same time,Wiki_SerpAPI,56
trampa de nan,"The virginian es una serie de televisión occidental estadounidense que se ejecutó desde el 19 de septiembre de 1962 hasta el 24 de marzo de 1971, con un total de 249 episodios en nueve temporadas.",nan trap,Wiki_SerpAPI,37
clase negativa,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",negative class,Wiki_SerpAPI,30
neuronal prealimentada,Una red neuronal prealimentada (feed-forward eninglés) es una red neuronal artificial donde las conexiones entre las unidades no forman un ciclo.,pre -healled neuronal,Wiki_SerpAPI,24
pln,"Una red lógica probabilística (pln) es un enfoque conceptual, matemático y computacional para la inferencia incierta.",pln,Wiki_SerpAPI,20
cln,"En matemáticas, la división binaria es una técnica para acelerar la evaluación numérica de muchos tipos de series con términos racionales.",cln,Wiki_SerpAPI,23
no lineal,"La reducción de la dimensionalidad no lineal, también conocida como aprendizaje múltiple, es cualquiera de las diversas técnicas relacionadas que tienen como objetivo proyectar datos de alta dimensión, potencialmente existentes en los colectores no lineales que no pueden capturarse adecuadamente mediante métodos de descomposición lineal, en los cambios de latentes de dimensióninferior, con el espacio de la altura de los datos de los datos bajos en el espacio de baja dimensional, o el aprendizaje del mapeo en sí.",nonlinear,Wiki_SerpAPI,85
no estacionariedad,"En estadística, los métodos de montecarlo basados en cadenas de markov (mcmc por sus siglas eninglés, markov chain montecarlo) comprenden una clase de algoritmos para el muestreo de una distribución de probabilidad.",no parkariousness,Wiki_SerpAPI,37
no hay una sola respuesta correcta,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",there is not a single correct answer,Wiki_SerpAPI,30
detección de novedades,"En matemáticas aplicadas, el análisis topológico de los datos (eninglés: topological data analysis) (tda) es un enfoque el análisis de conjuntos de datos que utiliza técnicas de topología.",news detection,Wiki_SerpAPI,35
inferencia sin conexión,"La inferencia bayesiana (/ ˈbeɪziən/ bay-zee -ən o/ ˈbeɪʒən/ bay-zhən) es un método de inferencia estadística en la que el teorema de bayes se usa para calcular una probabilidad de una hipótesis, dada evidencia previa, y actualizarla a medida que se dispone de más información disponible.",without connection inference,Wiki_SerpAPI,51
codificación one-hot,"En los circuitos digitales y el aprendizaje automático, un único-hot es un grupo de bits entre los cuales las combinaciones legales de valores son solo aquellas con un solo alto (1) bit y todos los demás bajos (0).",one-hot coding,Wiki_SerpAPI,44
aprendizaje en un intento,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",learning in an attempt,Wiki_SerpAPI,56
instrucción con un solo ejemplo,La ingeniería de instrucción (prompt engineering) es el proceso de estructurar un texto que puede ser interpretado y comprendido mediante un modelo de inteligencia artificial generativa.,instruction with a single example,Wiki_SerpAPI,29
uno frente a todos,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",one in front of everyone,Wiki_SerpAPI,59
inferencia en línea,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,online inference,Wiki_SerpAPI,23
optax,Google jax，是google开发的用于变换数值函数的python机器学习框架。它结合了修改版本的autograd（自动通过函数的微分获得其梯度函数），和tensorflow的xla（加速线性代数）。它被设计为尽可能的遵从numpy的结构和工作流程，并协同工作于各种现存的框架如tensorflow和pytorch。.,optax,Wiki_SerpAPI,4
sesgo de homogeneidad de los demás,"El aprendizaje federado (también conocido como aprendizaje colaborativo) es una técnica de aprendizaje automático en un entorno donde múltiples entidades (a menudo llamadas clientes) capacitan en colaboración un modelo mientras mantienen sus datos descentralizados, en lugar de almacenarse centralmente.",homogeneity bias of others,Wiki_SerpAPI,45
detección de valores atípicos,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",detection of atypical values,Wiki_SerpAPI,61
los valores atípicos,"En el análisis de datos, la detección de anomalías [también denominada detección de valores atípicos (eninglés: outlier detection)] y, en ocasiones, detección de rarezas suele entenderse como la identificación de elementos, sucesos u observaciones poco frecuentes que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",atypical values,Wiki_SerpAPI,68
evaluación fuera del modelo,"Aprendizaje de clasificación o aprendizaje automático de clasificación (mlr, por sus siglas eninglés) es la aplicación de aprendizaje automático, típicamente supervisado, semisupervisado o aprendizaje reforzado en la construcción de modelos de clasificación para sistemas de recuperación de información.",evaluation outside the model,Wiki_SerpAPI,44
capa de salida,Dropout es una técnica de regularización para reducir el sobreajuste en redes neuronales artificiales.,output layer,Wiki_SerpAPI,15
datos empaquetados,Random forest é un metaalgoritmo de aprendizaxe automática (machine learning) deseñado como unha modificación substancial da idea de empaquetado (bagging) que constrúe unha gran colección de árbores sen correlación para posteriormente calcular a súa media.,packaged data,Wiki_SerpAPI,40
ajuste eficiente de parámetros,"En el aprendizaje automático, la optimización o la ajuste del hiperparameter es el problema de elegir un conjunto de hiperparámetros óptimos para un algoritmo de aprendizaje.",efficient parameter adjustment,Wiki_SerpAPI,28
servidor de parámetros,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,parameter server,Wiki_SerpAPI,37
actualización de parámetros,"En el aprendizaje automático, un hiperparámetro es un parámetro que se puede establecer para definir cualquier parte configurable del proceso de aprendizaje de un modelo.",parameter update,Wiki_SerpAPI,27
estrategia de partición,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",partitioning strategy,Wiki_SerpAPI,28
pax,"Paxata es una compañía de software de propiedad privada con sede en redwood city, california.",pax,Wiki_SerpAPI,17
importancias de las variables de permutación,Shap es una librería para realizar inteligencia artificial explicable (xai por sus siglas ininglés explainable artificial intelligence).,importance of permutation variables,Wiki_SerpAPI,20
plm,"Patientslikeme (plm) es una plataforma integrada de la comunidad, la gestión de la salud y los datos del mundo real.",plm,Wiki_SerpAPI,24
agrupación,El análisis o la agrupación de clúster es la tarea de agrupar un conjunto de objetos de tal manera que los objetos en el mismo grupo (llamado clúster) son más similares (en algún sentido específico definido por el analista) entre sí que a los de los de otros grupos (clústeres).,group,Wiki_SerpAPI,57
posprocesamiento,Unity software inc.,postprocessing,Wiki_SerpAPI,4
modelo después del entrenamiento,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",model after training,Wiki_SerpAPI,28
auc de pr,El área parcial bajo la curva roc (pauc) es una métrica para el rendimiento del clasificador binario.,auc de pr,Wiki_SerpAPI,20
curva de precisión-recuperación,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",precision-recuum curve,Wiki_SerpAPI,43
sesgo de predicción,"En estadística y aprendizaje automático, el dilema entre sesgo y varianza describe la relación entre la complejidad de un modelo, la exactitud de sus predicciones y su capacidad para realizar predicciones sobre datos no observados previamente que no se utilizaron para entrenar el modelo.",prediction bias,Wiki_SerpAPI,47
paridad predictiva,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",predictive parity,Wiki_SerpAPI,30
paridad de tarifas predictiva,La equidad en el aprendizaje automático (ml) se refiere a los diversos intentos para corregir el sesgo algorítmico en los procesos de decisión automatizados basados en modelos ml.,predictive rate parity,Wiki_SerpAPI,31
procesamiento previo,El procesamiento del lenguaje natural (pnl) es un subcampo de la informática y especialmente la inteligencia artificial.,prior processing,Wiki_SerpAPI,20
modelo previamente entrenado,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los pesos de un modelo previamente entrenado se entrenan en datos nuevos.",previously trained model,Wiki_SerpAPI,31
entrenamiento previo,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",previous training,Wiki_SerpAPI,26
aprendizaje basado en indicaciones,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,indications -based learning,Wiki_SerpAPI,37
diseño de instrucciones,El diseño instruccional tiene una amplia historia en el campo de la educación formal e informal.,instruction design,Wiki_SerpAPI,17
proxy,"En estadísticas y aprendizaje automático, la fuga (también conocida como fuga de datos o fuga de objetivos) es el uso de información en el proceso de capacitación del modelo que no se espera que esté disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecute en un entorno de producción.",proxy,Wiki_SerpAPI,70
etiquetas de proxy,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,proxy tags,Wiki_SerpAPI,29
aprendizaje q,"Q-learning es un algoritmo de aprendizaje de refuerzo que capacita a un agente para asignar valores a sus posibles acciones basadas en su estado actual, sin requerir un modelo del entorno (sin modelo).",learning q,Wiki_SerpAPI,37
agrupamiento en cuantiles,"En estadísticas y probabilidad, los cuantiles son puntos de corte que dividen el rango de una distribución de probabilidad enintervalos continuos conigualdad de probabilidades, o dividen las observaciones de una muestra de la misma manera.",grouping in quantiles,Wiki_SerpAPI,38
cuantificación,La cuantización vectorial (vq) es una técnica de cuantización clásica del procesamiento de señales que permite el modelado de funciones de densidad de probabilidad mediante la distribución de vectores prototipos.,quantization,Wiki_SerpAPI,33
rag,La generación de recuperación aumentada (rag) es una técnica que otorga capacidades generativas de la información de la recuperación de información de modelos de inteligencia artificial.,rag,Wiki_SerpAPI,29
política aleatoria,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",random policy,Wiki_SerpAPI,59
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",range,Wiki_SerpAPI,34
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",range,Wiki_SerpAPI,34
tasa de regularización,"En matemáticas, estadísticas, finanzas y ciencias de la computación, particularmente en el aprendizaje automático y los problemas inversos, la regularización es un proceso que convierte la respuesta de un problema a uno más simple.",regularization rate,Wiki_SerpAPI,39
relu,"En el contexto de las redes neuronales artificiales, el rectificador o la función de activación relu (rectificada de la unidad lineal) es una función de activación definida como la parte no negativa de su argumento, es decir, la función de rampa:.",relue,Wiki_SerpAPI,48
búfer de reproducción,"En programación, programación de expresión de genes (peg) es un algoritmo evolutivo que crea programas o modelos.",replay buffer,Wiki_SerpAPI,21
de cloud sql,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",of cloud sql,Wiki_SerpAPI,52
sesgo de reporte,"El sesgo algorítmico describe errores sistemáticos y repetibles en un sistema informático que crean resultados ""injustos"", como ""privilegiar"" una categoría sobre otra de manera diferente de la función prevista del algoritmo.",report bias,Wiki_SerpAPI,37
reclasificación,"En aprendizaje automático y estadística, la clasificación estadística es el problema de identificar a cuál de un conjunto de categorías (subpoblaciones) pertenece una nueva observación, sobre la base de un conjunto de datos de formación que contiene observaciones (o instancias) cuya categoría de miembros es conocida.",reclassification,Wiki_SerpAPI,53
retorno,"En estadísticas, la regresión hacia la media es el fenómeno en el que si una muestra de una variable aleatoria es extrema, la siguiente muestra de la misma variable aleatoria es probable que esté más cerca de su media.",return,Wiki_SerpAPI,42
una recompensa,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",a reward,Wiki_SerpAPI,59
regularización de cresta,La regresión ridge (también llamada regresión cresta) es un método de estimación de los coeficientes de modelos de regresión múltiple en escenarios en los que las variables independientes están muy correlacionadas.,crest regularization,Wiki_SerpAPI,34
