concepto,descripcion,concept,source,num_tokens
histogramas,"En el área de estadística se utiliza mucho el histograma, el cual es un gr áfico donde se representa el conjunto de datos a analizar y se representa en forma de barras, donde el tama ño de las barras es proporcional a la cantidad de datos a representar.",histograms,book2,51
mínimo y máximo,"Dentro de un conjunto de datos, el ""máximo"" es el valor mas alto y el ""mínimo"" es el valor más bajo de todos.",minimum and maximum,book2,29
rango,"""rango"" es el conjunto de datos (intervalo) que existe entre el valor m áximo y mínimo de un conjunto de datos.",range,book2,26
media,"La ""media aritmética"" (ó "" promedio"" como se le dice comúnmente), es la suma de todos los componentes entre el número de componentes (media aritmética) (ecuación 1).",average,book2,38
mediana,"Dado un conjunto de datos ordenados, la "" mediana"" es el valor que se encuentra al centro de todos los valores.",median,book2,24
moda,"""moda"" es el valor que mas veces se repite dentro de un conjunto de datos.",mode,book2,18
varianza,"La ""varianza"" (también denominada "" variancia"") es una medida de dispersi ón, la cual nos sirve para representar la variabilidad de un conjunto de datos con respecto a la media aritm ética de los mismos datos.",variance,book2,43
desviación estándar,"La ""desviación estándar"" (también conocida como "" desviación típica"") es una medida para cuantificar la dispersión de un conjunto de datos y se calcula como la raíz cuadrada de la varianza.",standard deviation,book2,37
correlación,"La ""correlación"" es un valor que nos indica la cantidad de proporcionalidad existente entre 2 variables, cuando una de ellas varía sistemáticamente con respecto a los valores homónimos de la otra.",correlation,book2,35
definición de probabilidad,"La "" teoría de la probabilidad "" es una rama de la matem ática que se encarga de estudiar los fen ómenos aleatorios y es una medida para determinar si un evento ocurrir á o nó.",definition of probability,book2,36
propiedades básicas,"La probabilidad se expresa como un número que está entre 0 y 1: (30) si tenemos la certeza de que el evento b ocurrirá, entonces: (31) si a y b son eventos mutuamente excluyentes: (32)",basic properties,book2,45
espacio de muestreo,Es el conjunto de todos los posibles resultados de un experimento aleatorio.,sampling space,book2,13
probabilidad condicional,"Matemáticamente la ""probabilidad condicional"" la podemos expresar como: (34)",conditional probability,book2,14
independencia,"Cuando tenemos 2 eventos, en donde ninguno de los 2 depende del otro, entonces decimos que son ""independientes"", y matemáticamente lo podemos expresar como: (35) 5.",independence,book2,35
variables aleatorias discretas,"Son aquellas que se pueden definir y contar, como por ejemplo al lanzar una moneda ( águila ó sol), lanzar un dado (del 1 al 6), etc.",discrete random variables,book2,33
variables aleatorias continuas,"Son aquellas que adquieren valores dentro de un rango limitado, por ejemplo, la temperatura del agua, el tiempo de vuelo de un avión, etc.",continuous random variables,book2,28
distribución binomial,"Esta distribución fue propuesta por jakob bernoulli (figura 26) y se utilizan en modelos y simulaciones donde la respuesta de los eventos sea de tipo binaria (si ó no, éxito ó fracaso, verdadero ó falso, etc.",binomial distribution,book2,42
distribución de poisson,Esta distribución fue propuesta por el matemático francés siméon denis poisson y se utiliza principalmente para modelar la cantidad de veces que sucede un número de eventos en un tiempo determinado (figura 27).,poisson distribution,book2,36
distribución normal,"La ""distribución normal"" (también llamada de "" gauss"" ó ""gaussiana"") es una distribución de variable continua que más se utiliza en probabilidad y estadística y fue propuesta por el alem án carl friedrich gauss (figura 28).",normal distribution,book2,46
teorema del límite central,"Es una teoría que nos indica que cuando se tiene una muestra aleatoria de la población lo suficientemente grande, entonces la distribuci ón de las medias muestras seguir á una distribuci ón normal.",central limit theorem,book2,35
clasificación de los pgm,"De acuerdo a ciertas características podemos agrupar los pgm en 3 grandes grupos (sucar, 2022):  dirigido y no-dirigidos.",pgm classification,book2,23
grafos no dirigidos y grafos dirigidos,Un grafo es una forma f ácil de representar las relaciones entre un conjunto de objetos.,directed graph and undidrected graph,book2,17
clasificaciones de algoritmos de machine learning,"Dentro del área de machine learning, cada autor que ha aportado publicaciones e investigaciones proponen diferentes categorías o clasificaciones, pero las mas generales en que podemos clasificar al machine learning son las siguientes:  aprendizaje supervisado.",machine learning algorithms classifications,book2,40
aprendizaje supervisado,"Los sistemas de ""aprendizaje supervisado"" son aquellos donde los datos proporcionados viene debidamente etiquetados y clasificados, debido a esta característica se utiliza especialmente para los siguientes tipos de aplicaciones: capítulo 6 – machine learning                                                                         75",supervised learning,book2,40
aprendizaje no supervisado,"Los sistemas de "" aprendizaje no supervisado "" son aquellos donde los datos proporcionados no vienen etiquetados y el sistema trata de entender el conjunto de datos que se le dieron y busca ordenarlos o clasificarlos de acuerdo a cierta similitud entre ellos.",unsupervised learning,book2,44
aprendizaje por refuerzo,"En el ""aprendizaje por refuerzo"", a diferencia del ""aprendizaje supervisado y no supervisado"", no se tiene un conjunto de datos (dataset) a partir del cual partir.",reinforcement learning,book2,35
regresión lineal,"Es un algoritmo de "" aprendizaje supervisado"" que se utiliza principalmente para hacer predicciones.",linear regression,book2,16
regresión logística,"Es un algoritmo de ""aprendizaje supervisado"" que se utiliza principalmente para hacer clasificaciones binarias (figura 50).",logistic regression,book2,21
árboles de decisión,"Es un algoritmo de "" aprendizaje supervisado"" que se utiliza principalmente para hacer predicciones de acuerdo a un conjunto dado de observaciones.",decision trees,book2,24
clasificadores probabilísticos,"Es un conjunto de algoritmos que utilizan "" aprendizaje supervisado"" y que se utilizan principalmente para predicción.",probabilistic classifiers,book2,19
algoritmos de agrupamiento: k means,"Es un algoritmo de "" aprendizaje no supervisado"" que se utiliza principalmente para clasificaci ón.",grouping algorithms: k means,book2,17
support vector machines,"Es un algoritmo de "" aprendizaje supervisado "" que se utiliza principalmente para clasificar y hacer análisis de regresión.",support vector machines,book2,20
knn,"Es un algoritmo de ""aprendizaje supervisado"" que se utiliza principalmente para clasificación y regresión.",knn,book2,17
random forest,"Es un algoritmo de "" aprendizaje supervisado"" que se utiliza principalmente para predecir o escoger mejores opciones.",random forest,book2,19
datasets,"En el capítulo 2 se coment ó acerca de los ""datasets"", sus características y algunas recomendaciones de cómo deberían estar estructurados.",datasets,book2,25
entrenamiento,"Muchos sistemas han adoptado que todos los datos que se tienen, el 80% se asigna al entrenamiento del modelo y el otro 20% se usa para realizar las pruebas, aunque si el conjunto de datos es muy grande, se puede asignar un porcentaje menor para hacer las pruebas (se llega a veces hasta el 1%).",co training,book2,61
ssobreajuste y subajuste,"El ""sobreajuste"" ó ""overfitting"" (por su t érmino en ingl és) ocurre cuando a un modelo se le entrena con suficientes datos pero aún así no logra generalizar correctamente.",ssobrejuste and subajuste,book2,36
regresión lineal,Actividad: predecir la temperatura promedio para julio del año 2022 en nueva york.,linear regression,book2,15
clases de deep learning,"Aunque no existe una clasificaci ón como tal dentro del deep learning, se hizo una lista con algunas de las t écnicas de deep learning, desde la mas simple que es la "" red neuronal "" (y la cual es el 92 - ciencia de datos, teoría y aplicaciones figura 62: ibm watson figura 63: lee sedol figura 64: datacenter de google",deep learning classes,book2,69
redes neuronales,"En el proceso para entender el funcionamiento del cerebro humano, se fueron desarrollando investigaciones y teorías acerca de su funcionamiento, dando un primer paso con el desarrollo de un modelo de una neurona artificial.",neural networks,book2,37
redes neuronales profundas,"Como se mencionó al principio de este capítulo, no existe como tal una definición para "" deep learning"", lo que se hizo fu e ir agregando mas capas intermedias a un modelo b ásico de una red neuronal y a este tipo de arquitectura se le denominó ""deep learning"".",deep neural networks,book2,55
redes neuronales convolucionales,"Es un tipo de red neuronal artificial que se modela muy parecido a un "" perceptrón multicapa"", en donde se su funcionamiento es muy parecido a como se desarrolla de manera biol ógica en la corteza visual del cerebro para detectar formas y figuras.",convolutional neuronal networks,book2,47
redes adversarias generativas,"Las ""redes adversarias generativas ó antagónicas"", mas conocidas como gan's (""generative adversarial network"" por sus siglas en ingl és) es un sistema de machine learning compuesto por 2 redes neuronales, que trabajan (ó compiten entre ellas) en un juego denominado de ""suma cero"".",generative adversary networks,book2,56
conceptos,"Un ""transformer"" es un modelo de deep learning basada en ""mecanismos de atención"", prescindiendo por completo de la recurrencia y de los algoritmos de convoluci ón.",concepts,book2,32
tendencias,"La complejidad y tama ño de las redes neuronal artificiales sigue en aumento, por lo tanto, se han empezado a experimentar con algunas t écnicas nuevas para mejorar su desempe ño y mas que todo para lograr nuevos objetivos mas complejos.",tendencies,book2,44
neuroevolución,"Una red neuronal artificial tiene la gran ventaja de que puede "" aprender"" ( ó ""memorizar"" cómo lo dicen algunos investigadores) un cierto patr ón sobre el cual fue entrenada, pero si algunas de las condiciones del sistema cambian, entonces es necesario volver a cambiar la estructura de la red (cantidad de capas intermedias y sus respectivos valores), as í como posiblemente sus entradas y salidas (y las funciones de cálculo de todos sus pesos así como su función de activación).",neuroevolution,book2,93
reconocimiento de números,Un primer ejemplo a trabajar será el siguiente: actividad: reconocer números escritos a mano.,numbers recognition,book2,17
definición,"El ""procesamiento del lenguaje natural "" ó ""nlp"" (""natural language processing "" por sus siglas en inglés) es una intersección entre las ciencias de la computación, la inteligencia artificial y la lingüística.",definition,book2,40
lenguaje humano,"Lingüística es el estudio del "" lenguaje"", y el "" lenguaje"" es un sistema de comunicaci ón estructurado que implica una combinaci ón compleja de componentes (caracteres, palabras, sentencias, etc.",human language,book2,37
herramientas de desarrollo,"Algunas de las bibliotecas m ás utilizadas para el nlp son las siguientes (ordenadas de manera cronológica):  nltk (2001)  spacy (2015)  pytorch (2016) el "" kit de herramientas para lenguaje natural "" ó ""natural language toolkit "", mas conocido como nltk (por sus siglas en ingl és), es es un conjunto de bibliotecas escritas en el a ño 2001 para el lenguaje python que fueron desarrolladas por steven bird y edward loper de la universidad de pennsylvania.",development tools,book2,94
análisis estadístico,Los primeros análisis muy básicos que se pueden hacer a algún texto pueden ser:  cantidad de caracteres.,statistical analysis,book2,20
segmentación de textos,"Una vez que se ha hecho un pre-procesamiento del texto para poder eliminar algunos s ímbolos y caracteres no deseados, el siguiente paso es la segmentaci ón del texto, es decir, separar el texto en 114 - ciencia de datos, teoría y aplicaciones",text segmentation,book2,47
nubes de palabras,"Una forma más gráfica de representar y analizar es cuando se utilizan las ""nubes de palabras"" (""wordcloud"" en inglés).",word clouds,book2,26
análisis de sentimientos,"El "" análisis de sentimientos "" es el procedimiento para identificar, extraer y cuantificar los estados afectivos de las personas ó grupos de personas , utilizando el "" procesamiento del lenguaje natural "", el ""análisis del texto"" y la ""lingüística computacional"".",sentiment analysis,book2,48
detección de similaridades,"Otra área importante dentro del nlp es tratar de identificar si 2 textos (que puede ser un conjunto de palabras, frases, textos o incluso libros completos) tiene alguna similaridad, y en caso de ser as í, cuál sería el grado de similitud entre ambos textos (con el fin de seleccionar de entre varios posibles textos).",similarities detection,book2,64
conceptos ssobre chatbots,"Según sowmya vajala en su libro ""practical natural language processing"", un ""chatbot es un sistema interactivo que permite a los usuarios comunicarse utilizando el lenguaje natural "" (vajjala et al.",ssobre chatbots concepts,book2,36
ubicación de chatbots,"Los ""chatbots"" pueden ir desde los m ás sencillos hasta los m ás complejos, de acuerdo a la cantidad de información que necesitan procesar y se pueden localizarse básicamente en:  dispositivos físicos pequeños (como celulares) y generalmente son muy básicos.",chatbots location,book2,48
clasificación de chatbots,"Los ""chatbots"" de acuerdo a su funcionamiento los podemos clasificar en:  preguntas respuestas frecuentes, mas conocidos como faq (""frequently asked questions"" por su significado en inglés): están diseñados solamente para identificar muy pocas preguntas, muy específicas y poderlas contestar tambi én de una sola manera muy específica.",chatbots classification,book2,58
ibm watson studio,"""watson"" es un conjunto de herramientas y plataformas en la nube desarrolladas por ibm que pueden ser consumidas bajo un esquema de tipo "" software as a service "" con un costo para los usuarios utilizando principalmente lenguaje natural como interface.",ibm watson studio,book2,44
google cloud automl,"Google es uno de los pioneros de las herramientas en línea y líder en la industria de aplicaciones ""on- line"", por lo tanto, no podría quedarse atr ás en la carrera tecnol ógica por ofrecer una plataforma orientada a ciencia de datos con inteligencia artificial.",google cloud automl,book2,50
azure machine learning,"""azure"" es una plataforma en la nube desarrollada por microsoft y presentada en febrero del 2010 inicialmente con el nombre de ""windows azure"" y posteriormente renombrada como ""microsoft azure"" en el 2014.",azure machine learning,book2,39
amazon machine learning,"Amazon, el l íder en servicios de nube empez ó con peque ños servicios en el a ño 2000, los cuales consistían en api's para conectarse a su red de servidores.",amazon machine learning,book2,34
gpt,"Gpt-3 (""generative pre-trained transformer 3"" por sus siglas en inglés) es una herramienta que sirve para construcci ón de textos simulando la redacci ón humana utilizando una t écnica específica de deep learning llamada ""transformers"".",gpt,book2,42
github copilot,"""github copilot"" es una herramienta para asistir a los desarrolladores durante la programaci ón por medio de la autocompletaci ón de c ódigo.",github co ilot,book2,26
dall e,"Es un software desarrollado por "" openai"" que se basa en la arquitectura de "" transformers"" y que tiene por objetivo crear imágenes a partir de descripciones dadas por el usuario de manera escrita en la terminal.",dall e,book2,40
imagen,"Continuando con las investigaciones derivadas del proyecto "" dall-e"", el 23 de mayo del 2022 se presentó el art ículo ""photorealistic text-to-image diffusion models with deep language understanding"", por un conjunto de investigadores del equipo "" google brain "", que es parte de la compañía google (saharia et al.",image,book2,57
lamda,"El "" modelo de lenguaje para aplicaciones de di álogo"", mas conocido como "" lamda"" ("" language model for dialogue applications"" por sus siglas en ingl és), es una aplicaci ón desarrollada por google para entablar conversaciones hombre-máquina de gran realismo.",lamda,book2,49
stable diffusion,"El 22 de agosto del 2022 (un día antes de cerrar este libro para su revisión) se anunció el lanzamiento de "" stable diffusion "", una aplicaci ón de generaci ón de im ágenes a trav és de textos, creada por ""stability ai"".",stable diffusion,book2,50
tecnología big data,"Big data se define como un concepto abstracto [1]. los grandes volúmenes de datos son una colección de conjuntos muy grandes de datos con una gran diversidad de tipos, razón por la cual resulta difícil procesarlos mediante el uso de métodos de procesamiento o plataformas de procesamiento de datos tradicionales [2].",big data technology,book3,58
datos,"Información que es parte elemental, que carecen de relevancia, son datos que sin un fin, propósito o utilidad no son útiles. podemos poner como ejemplo el nombre de una persona.",data,book3,35
información,"Es el conjunto de datos que han sido procesados y ordenados para comprenderlos, teniendo relevancia y/o propósito, dependiendo de la importancia de la información se pueden dar soluciones y tomar decisiones.",information,book3,36
conocimiento,"Es la adquisición de información de valor, con la finalidad de comprender por medio de la razón, teniendo como resultado procesos de aprendizaje a través de la experiencia en donde se involucra la toma de decisiones.",knowledge,book3,39
importancia de big data,"Con el desarrollo de la revolución tecnológica, miles y millones de personas están generando grandes cantidades de datos mediante el uso de diversos dispositivos; es decir, de manera conceptual big data hace referencia al gran volumen de datos generados por la humanidad a través de diferentes dispositivos; en donde, el procesamient o y análisis de estos datos son de gran valor para la toma de decisiones de una organización [7].    los datos se han convertido en algo muy importante y valioso para las empresas.",importance of big data,book3,94
beneficios de big data,"Las nuevas tecnologías aplicadas a big data buscan aportar compe titividad a las diferentes organizaciones, sean públicas o privadas, pues es la competitividad la que permite que perduren en el tiempo y puedan alcanzar sus objetivos [10]. los datos al convertirse en información ayudan a tomar decisiones referentes a la estrategia que algunas empresas, organizaciones o los gobiernos implementan.",big data benefits,book3,66
toma de decisiones,"Mediante la creación de sistemas con la capacidad de procesar grandes volúmenes de datos estructurados, se facilita de forma dinámica la interpretación de la información para las empresas u organizaciones y de esta manera puedan tomar decisiones inteligentes.",decision making,book3,40
respuesta en tiempo real,"Es el lado positivo y es uno de los beneficios que ha generado que el funcionamiento de los sistemas se mantenga en equilibrio, ya que esta tecnología no solo procesa y almacena información",real time response,book3,34
reducción de costos de capital,"Tener el conocimiento de los datos a tratar, permite utilizar los datos que se tienen creando una reducción en el software, hardware y otros costes de infraestructura, bridando así una satisfacción en cuanto al uso y respuesta de las necesidades.",capital cost reduction,book3,44
eficiencia operacional,"Una reducción de los costes laborales debido a los métodos más eficientes para la integración de datos, la gestión, el análisis, y la entrega.",operational efficiency,book3,28
mejoras en los procesos de negocio,"Un incremento en los ingresos o ganancias debido a las nue vas o mejores maneras de hacer negocios, incluyendo mejoras en las transacciones comerciales, la gestión sostenible de las comunidades, y la distribución apropiada de los servicios sociales, sanitarios, educativos y servicios [3].",improvements in business processes,book3,51
características de big data,"Desde una perspectiva evolutiva, la generación de grande volumen de datos no es algo nuevo. el avance hacia big data es una continuación de la antigua búsqueda de la humanidad para medir, registrar y analizar el mundo.",big data characteristics,book3,41
volumen,En big data es la capacidad de procesar grandes cantidades de información y es el principal atractivo de análisis de grandes volúmenes de datos [12]. el volumen se analiza en términos de bytes [13].,volume,book3,40
velocidad,"En big data la velocidad es una de las características principales , esta tecnología se encarga de procesar y analizar de manera rápida con la finalidad de extraer la información útil y más relevante.  la velocidad implica flujos de datos, estructurada creación de los documentos, y la disponibilidad para el acceso y la entr ega.",speed,book3,60
variedad,"Estos datos no tienen una estructura fija y rara vez se presentan en una forma perfectamente ordenada y lista para su procesamiento [12].   la mayor velocidad de los datos normalmente se transmite directamente a la memoria, en vez de escribirse en un disco .",variety,book3,49
características que se suman para formar las 5v,"Las tres v se encuentran en gran medida en diversas literaturas, sin embargo, otros autores e institutos como ieee toman en cuenta las características de valor y veracidad, sumado así 5v. estas dos últimas surgen a raíz de las preguntas ¿cuál es la veracidad de los datos y cuanto se puede confiar en ellos?; en la realidad y hoy en día big data han tomado gran importancia e incluir estas características cumplen con el propósito de ob tener información pertinente, además de desarrollar una definición adecuada, la gran investigación de datos también debe centrarse en cómo extraer su valor, cómo usar los datos, y como transformar un conjunto de datos en grandes datos [1].",characteristics that are added to form 5v,book3,128
veracidad,"Caracterizado por contener la verdad o hecho, es decir, precisión y certeza.  poniendo en duda todo aquello que cause inconsistencia, engaños, fraudes, correos no deseados y latencia [8] [12], a medida que se multiplican los canales de interacción, la información de valor es cada vez más el resultado de la combinación de datos de múltiple origen y tipología que puede estar en forma estructurada, semiestructurada o no estructurada [16].",veracity,book3,86
clasificación de big data,"Se clasifican las tecnologías de big data en aquellas que dan soporte a la captura, transformación, procesamiento y análisis de los datos, pueden ser estructurados, semiestructurados o no estructurados [16].  se encuentran clasificados dependiendo de la necesidad que enfrenten las organizaciones o empresas, tomando en cuenta de la información a analizar y de los problemas a resolver, así como la diversa variedad de tipo de datos [2] [3].",big data classification,book3,83
tipos de datos en reposo,Los grandes volúmenes de datos en reposo son los que conocemos como datos estructurados y no estructurados [3][15]. cabe mencionar que cuando hablamos de los datos que están semiestructurados o no estructurados es para dejar en claro que todos los datos tienen alguna estructura [8].,resting data types,book3,51
estructurados,"Como su nombre lo indica son aquellos datos que están formados de manera estructurada definida, se pueden mencionar las hojas de excel o una base de datos sql. se les puede dar un uso a los datos de manera fácil y pueden ser utilizados para futuros análisis y predicciones.",structured,book3,52
tipos de datos en movimiento,"Big data cuenta con muchas fuentes, desde que se da un clic con el mouse en algún sitio web sabemos que en ese momento ya se puede capturarse en como un registro web.",data types in motion,book3,35
desafíos de los grandes volúmenes de datos,"Algunas de las problemáticas para el desarrollo de las aplicaciones de los grandes datos se presentan como grades retos en l a adquisición de datos, almacenamiento, gestión y análisis. los sistemas de gestión y análisis",challenges of large data volumes,book3,38
representación de datos o almacenamiento,"Muchos conjuntos de datos tienen ciertos niveles de heterogeneidad en el tipo, la estructura, la semántica, la organización, la granularidad y la accesibilidad [1].  los conjuntos de datos crecen en tamaño debido a que cada vez más los recopilan dispositivos móviles ubicuos con detección de información [2].",data or storage representation,book3,58
reducción de la redundancia y la compresión de datos,"Es eficaz para reducir el costo indirecto de todo el sistema en la premisa de que los valores potenciales de los datos no se ven afectados, a sí como eliminar la ambigüedad y resolver los problemas [1].",reduction in redundancy and data compression,book3,41
datos de gestión del ciclo de vida,Los valores ocultos en grandes volúmenes de datos dependen de la actualidad de los datos [1]; esto es con el fin de que sea eficiente y facilite la ext racción de imagen fiable y optimizar recursos [9].,life cycle management data,book3,43
mecanismo de análisis,El sistema de análisis de grandes volúmenes de datos que se deberá procesar grandes cantidades de datos heterogéneos en un tiempo limitado. las rdbms tradicionales tienen una gran falta de escalabilidad y capacidad de expansión es por ello por lo que tienen mayor ventaja en cuanto al manejo y tratamiento de datos estructurados [1].,analysis mechanism,book3,58
confidencialidad de los datos,"El análisis de grandes volúmenes de datos puede c ontemplar los riesgos de seguridad para procesar y proteger datos sensibles, y así garantizar su seguridad [1], haciendo los datos fiables, de manera accesible y manejable [6].",data confidentiality,book3,44
fiabilidad y escalabilidad,El sistema de análisis de grandes volúmenes de datos debe ser compatible con los conjuntos de datos actuales y futuras. esto para codificar los datos de seguridad y privacidad [9].,reliability and scalability,book3,34
beneficios tangibles,"Reducción de costos, generación de ingresos y reducción de tiempos en la que se realizan las actividades  .",tangible benefits,book3,20
beneficios intangibles,"Se tiene la información disponible para tomar una decisión, generando que esta información sea tomada en cuenta por otros usuarios para tomar decisiones y competencia.",intangible benefits,book3,27
beneficios estratégicos,"Buscando todo aquello que permita formular una estrategia con el fin de saber a qué giro dirigirse, es decir, productos, clientes o mercados. con la ayuda de los indicadores de gestión para conocer el negocio.",strategic benefits,book3,40
componentes de inteligencia de negocio,En esta sección abordaremos algunos componentes que se suman a la importancia de la inteligencia de negocios.,business intelligence components,book3,18
de información sql o nosql,"Es el almacén de datos que se encuentran en filas y columnas, el acceso es mediante consultas sql. es una base de datos relacional que se encuentra baja la escritura del lenguaje de consulta estructurado denominado sql y se caracteriza por manejar con rapidez los datos dependientes del contexto [4].",sql or nosql information,book3,55
proceso etl,"Es el proceso de extracción, transformación y carga de datos, conocido por sus siglas en ingles extract, transfor, load (etl), dentro de sus funciones se encarga de filtrar, ordenar, combinar, limpiar, v erificar y convertir los datos validos en tipos y formatos adecuados. normalmente, se ejecutan en paralelo las tres fases del proceso etl para ahorrar tiempo [8].",etl process,book3,74
extracción,Como su nombre lo indica se encarga de obtener y/o extraer los datos que se encuentran en el sistema de origen.,extraction,book3,24
transformación,"En este proceso se realizan varias operaciones, los diversos datos precedentes de repositorios digitales, normalmente no hay coincidencia en formato, es por ello por lo que resulta difícil integrarlos causando esto la necesidad de realizar la operación de transformación [20].",transformation,book3,46
carga,"Se introducen los datos en un almacén una vez que hayan sido extraídos y transformados al formato deseado para que así sean cargados a su destino. hay casos en los que se sobre escribe la información que es vieja con la actual, así como también hay otros que se encargan de guardar el historial de los cambios realizados.",burden,book3,61
data mart,"Se dice que es una base de datos departamental, encargada del almacenamiento de los datos designada a un área específica. una de sus características es contar con estructura óptima de datos con la finalidad de realizar un análisis de información detalladam ente desde una perspectiva que cree una afectación a los procesos.",data mart,book3,55
data warehouse o almacén de datos,"Un data warehouse es una base de datos corporativa cuya característica principal es integrar y depurar información de una o más fuentes, para luego procesarla, lo que permite un análisis desde diversas perspectivas y con grandes velocidades de respuesta. la creación de un data warehouse representa el",data warehouse or data warehouse,book3,50
procesamiento analítico en línea,"Es una de las soluciones en inteligencia de negocios, permite extraer de manera fácil y selectiva los datos. es una estructura multidimensional de base de datos encargada de organizar y relacionar los datos entre sí, se pueden visualizar en forma de cubos, estos cubos dentro de cubos de datos y cada una de los lados o caras del cubo es considerado una dimensión de los datos.",online analytical processing,book3,71
modelo de inteligencia de negocios,"Está conformado por 4 fases en las cuales se considera un conjunto de herramientas, aplicaciones, infraestructura y mejor manejo de las practicas que permiten el análisis y acceso de los datos adquiridos y así optimizar el desempeño de las organizaciones.",business intelligence model,book3,43
fuentes de información,"Son aquellas en las que se encuentran contenidas las bases de datos, sistemas de transaccionales asociadas a los sistemas de información sql o nosql para almacenar la información el data warehouse.",information sources,book3,33
procesamiento de datos,"La adquisición de los datos está a cargo de las herramientas tecnológicas centradas al proceso de extracción, transformación y carga de los datos denominado por sus siglas etl.",data processing,book3,30
almacenamiento,"Después del procesamiento de datos estos deben almacenarse y archivarse, para las grandes c antidades de datos existen bodegas de datos (data waterhouse, data mart) que se encargan de la extracción, transformación y almacenamiento, siento esta la parte central de la arquitectura del modelo de la inteligencia de negocios (bi). el sentido de ellos es almacenar los datos de manera que sea mayor su administración, acceso y flexibilidad [16].",storage,book3,82
agregación y aplicación de herramientas tecnológicas,Aquí se analiza los volúmenes de datos mediante el uso de datos multidimensionales (olap) [16][24].,aggregation and application of technological tools,book3,20
registro de datos / minería de datos,"La minería de datos se puede definir como el proceso en el cual se extrae el conocimiento partiendo de volúmenes de datos, es por ello que se le puede denominar como el proceso de descubrimiento del conocimiento. la minería de datos surge por la necesidad de conocer la información útil a partir de las bases de datos o data warehouse, con el crecimiento de los datos disponibles, la inteligencia de negocios usar opto la minería de datos para aplicar soluciones empresariales y comerciales, y así descubrir la i nformación relevante [14].",data record / data mining,book3,99
análisis de estadístico,"El análisis del big datos se puede definir como el uso de técnicas analíticas avanzadas en grandes volúmenes de datos [4].  la clave para extraer valor de grandes volúmenes de datos es el uso de analytics, que realizan la recolección y el almac enamiento a sí mismos agregando poco valor.",statistical analysis,book3,56
visualización,"El objetivo principal de la visualización de datos es representar el conocimiento de forma más intuitiva y eficaz mediante el uso de diferentes gráficos, es decir, se refieren principalmente a la visualización de forma múltiple, de múltiples fuentes y datos en tiempo real [4].  una de las técnicas para la visuali zación de los datos más común es big data en la nube.",display,book3,71
aprendizaje automático,"Aprendizaje automático es descubrir el conocimiento y tomar decisiones inteligentes. se utiliza para muchas aplicaciones de palabra re al, tales como motores de recomendación, sistemas de reconocimiento, la informática y la minería de datos y sistemas de control autónomo [6].",automatic learning,book3,47
de analítica big data,"Son utilizadas para big data y se pueden mostrar tres tipos de análisis en las diferentes aplicaciones en las tecnologías y las arquitecturas que se implementan tienen ciertas diferencias.  podemos decir que la gran mayoría de los datos en bruto no dan a ofrecer demasiado valor, sin embargo al ser procesado mediante las herramie ntas y técnicas adecuadas se pueden extraer valiosas ideas y es por ello que gracias a la analítica avanzada, se puede tomar decisiones de forma más adecuada al utilizar los datos de manera concreta, permitiendo así automatizar cada proceso",big data analytics,book3,98
analítica descriptiva,"Se puede describir como el tipo de analítica más simple. este proceso de análisis permite concentrar el big data en datos más pequeños, permitiendo así que las informaciones sean piezas más manejables.",descriptive analytics,book3,35
analítica predictiva,"Es el encargado de predecir acerca del futuro o de sucesos por acontecer, por encargarse de agrupar y analizar los datos actuales e históricos, a través de la minería de datos se puede obtener la información y conocimiento de lo que se pretende predecir, así como los patrones de comportamiento respaldados por una serie de diferentes herramien tas analíticas como son: algoritmos estadísticos, consultas y aprendizaje automático. el uso de ella se presenta cuando las organizaciones se encuentran en problemas difíciles de resolver, tales como:",predictive analytics,book3,93
detección de fraudes,"Mediante el uso de herramientas de big data es posible almacenar grandes volúmenes de datos que permiten la detección de manera fácil y en tiempo real de la realización de algo indebido, así también permite realizar cruce de información, así también es posible el uso de algoritmos avan zados como machine learning. uso en el marketing.",fraud detection,book3,60
progresión en las operaciones,Ciertas organizaciones lo utilizan para realizar un pronóstico en sus inventarios y gestión de recursos.,progress in operations,book3,16
probabilidades bajas de riesgo,"Comúnmente relacionado con la evaluación que se les realiza a los clientes en las organizaciones que tiene como objetivo realizar una valoración respecto a sus compras predeterminadas, un ejemplo es la evaluación de crédito en donde se ve relacionado la in corporación de todos los datos relevantes para así conocer que tan viable es la otorgación de crédito.   en conclusión, el análisis predictivo permite optimizar y admitir segmentación que es compleja para así automatizar los datos.",low risk probabilities,book3,81
analítica prescriptiva,"En esta etapa analítica se requiere primero haber aplicado la analítica descriptiva, como se mencionó antes se encarga de dar a conocer el estado actual en el que se encuentra la organización así después saltamos a la analítica predictiva para realizar una estimación de aquello que no se conoce, es decir de los sucesos a acontecer, a estos procesos se le integra como extensión la analítica prescriptiva, encargada de sugerir sobre toma de decisiones o acciones.  a través del análisis de los sistemas se ejecutan las técnicas de simulación y optimización para encargarse de realizar recomendaci ones tales como reducción de costos, mejora de los beneficios y detección de alternativas",prescriptive analytics,book3,117
nubes privadas,Acceso y gestión desde una determinada organización.,private clouds,book3,8
nubes públicas,Pertenecen a un proveedor cloud computing y están abiertas al público.,public clouds,book3,12
nubes de comunidad,Comparte la infraestructura con v arias organizaciones.,community clouds,book3,8
