input_text,target_text
¿Para qué sirve el aprendizaje en contexto?,Es una técnica en la que las demostraciones de tareas se integran en la instrucción en un formato de lenguaje natural.
¿Define el in-context learning?,Es un método específico de ingeniería de indicaciones donde se proporcionan demostraciones de la tarea al modelo como parte de la indicación (en lenguaje natural)
¿Que se entiende por individual fairness?,Una métrica de equidad que verifica si individuos similares se clasifican de manera similar.
¿Define justicia individual?,"Es el principio de que las personas similares deben ser tratadas de manera similar por un algoritmo, independientemente de su pertenencia a un grupo."
¿Cual es el significado de la inference?,"En el aprendizaje automático, el proceso de hacer predicciones aplicando un modelo capacitado a ejemplos no etiquetados."
¿Qué es la inferencia?,Es el proceso de utilizar un modelo de inteligencia artificial (IA) entrenado para tomar decisiones o predicciones basadas en nuevos datos.
¿Para qué sirve la ruta de inferencia?,"En un árbol de decisión, durante la inferencia, la ruta un ejemplo particular toma de la raíz a otras condiciones, que termina con una hoja."
¿Para qué sirve la information gain?,"En los bosques de decisión, la diferencia entre la entropía de un nodo y la suma ponderada (por número de ejemplos) de la entropía de sus nodos infantiles."
¿Cual es el significado de la ganancia de información?,Es un concepto de aprendizaje automático (ML) e inteligencia artificial que mide cuánta incertidumbre se reduce cuando se divide un conjunto de datos
¿Para qué sirve la capa de entrada?,La capa de una red neuronal que contiene el vector de características.
¿Define la input layer?,Es la primera capa de nodos en una red neuronal artificial
¿Define instance?,Es una copia de un objeto o clase con el que se puede interactuar de forma independiente.
¿Para qué sirve instancia?,Se refiere a una sola ocurrencia de un objeto o una clase
¿Cual es el significado de el instruction tuning?,Una forma de ajuste fino que mejora la capacidad de un modelo de IA generativo para seguir las instrucciones.
¿Qué es el ajuste de instrucciones?,Es un enfoque en el que un modelo previamente entrenado se adapta para realizar tareas específicas al proporcionar un conjunto de pautas o directivas que describen la operación deseada.
¿Qué es la interpretabilidad ia?,"Ayuda a depurar modelos, detectar sesgos, garantizar el cumplimiento de las regulaciones y generar confianza con los usuarios."
¿Que se entiende por la ai interpretability?,Ayuda a las personas a comprender y explicar mejor los procesos de toma de decisiones que impulsan los modelos de inteligencia artificial (IA).
¿Define el acuerdo entre evaluadores?,Una medición de la frecuencia con la que los evaluadores humanos están de acuerdo al hacer una tarea.
¿Qué es el inter-rater agreement?,"Es el grado de acuerdo entre observadores independientes que califican, codifican o evalúan el mismo fenómeno"
¿Cual es el significado de la intersección sobre la unión?,La intersección de dos conjuntos divididos por su unión.
¿Define la intersection over union?,"Es una métrica de rendimiento que se utiliza para evaluar la precisión de los algoritmos de anotación, segmentación y detección de objetos."
¿Qué es la iou?,Se trata de localizar objetos dentro de una imagen o vídeo y dibujar cuadros delimitadores a su alrededor.
¿Define la matriz de artículos?,"Está diseñado para empresas que venden, administran o adquieren artículos que tienen atributos similares, como tamaño, colores o estilo."
¿Que se entiende por la item matrix?,"Este tipo de producto permite el seguimiento del inventario de productos mediante atributos definidos por el usuario, por ejemplo, color, tamaño."
¿Define iteración?,"Una sola actualización de los parámetros de un modelo, los pesos y los sesgos del modelo, en el entrenamiento."
¿Para qué sirve iteration?,Es un término utilizado en el aprendizaje automático e indica la cantidad de veces que se actualizan los parámetros del algoritmo.
¿Que se entiende por support vector machines?,Un algoritmo de clasificación que busca maximizar el margen entre las clases positivas y negativas al mapear los vectores de datos de entrada a un espacio dimensional superior.
¿Define máquinas de vectores de soporte?,Es un algoritmo de aprendizaje automático que se utiliza para resolver problemas de clasificación y regresión
¿Qué es anotación de puntos clave?,Es una técnica de etiquetado de datos que utiliza puntos para identificar características en imágenes y vídeos.
¿Que se entiende por keypoint annotation?,"Implica etiquetar puntos de referencia específicos en objetos en imágenes o videos para identificar su posición, forma, orientación o movimiento."
¿Define k fold cross validation?,Un algoritmo para predecir la capacidad de un modelo para generalizar a nuevos datos.
¿Que se entiende por validacióncruzadadekpliegues?,Es una técnica para evaluar el rendimiento de modelos de aprendizaje automático
¿Qué es la regularización l0?,Un tipo de regularización que penaliza el número total de pesos distintos de cero en un modelo.
¿Cual es el significado de la l0 regularization?,"Penaliza los pesos distintos de cero y, en última instancia, puede dar como resultado un modelo disperso con solo las características deseadas"
¿Para qué sirve la función de pérdida l1?,Una función de pérdida que calcula el valor absoluto de la diferencia entre los valores de etiqueta reales y los valores que predice un modelo.
¿Cual es el significado de la l1 loss?,Calcula la diferencia absoluta entre los valores previstos y los reales.
¿Qué es el error absoluto medio?,Una función de pérdida que calcula el valor absoluto de la diferencia entre los valores de etiqueta reales y los valores que predice un modelo.
¿Cual es el significado de el mean absolute error?,Calcula la diferencia absoluta entre los valores previstos y los reales.
¿Que se entiende por el mae?,Se calcula como la media de las diferencias absolutas entre los valores reales y las predicciones del modelo
¿Cual es el significado de l1 regularization?,Un tipo de regularización que penaliza los pesos en proporción a la suma del valor absoluto de los pesos.
¿Qué es regularizaciónl1?,Es una técnica de regularización que penaliza los coeficientes correlacionados de alto valor
¿Que se entiende por la regresión lasso?,Es una técnica de regularización que aplica una penalización para evitar el sobreajuste y mejorar la precisión de los modelos estadísticos.
¿Cual es el significado de la lasso regression?,Es una técnica de regularización que penaliza los coeficientes correlacionados de alto valor
¿Qué es la función de pérdida l2?,Una función de pérdida que calcula el cuadrado de la diferencia entre los valores de la etiqueta reales y los valores que predice un modelo.
¿Cual es el significado de la l2 loss?,Cuantifica la magnitud del error entre una predicción de un algoritmo de aprendizaje automático y un resultado real tomando el promedio de la diferencia al cuadrado entre las predicciones y los valores objetivo.
¿Que se entiende por el error cuadrático medio?,Una función de pérdida que calcula el cuadrado de la diferencia entre los valores de la etiqueta reales y los valores que predice un modelo.
¿Para qué sirve el mean squared error?,Cuantifica la magnitud del error entre una predicción de un algoritmo de aprendizaje automático y un resultado real tomando el promedio de la diferencia al cuadrado entre las predicciones y los valores objetivo.
¿Define el mse?,"Se utiliza para minimizar el error, que es la suma de todas las diferencias al cuadrado entre el valor real y el valor previsto."
¿Cual es el significado de el error cuadrático medio?,Mide la diferencia cuadrática promedio entre los valores predichos y los valores reales en el conjunto de datos.
¿Para qué sirve la regularización de l2?,Un tipo de regularización que penaliza los pesos en proporción a la suma de los cuadrados de los pesos.
¿Define la l2 regularization?,Es una técnica de regularización de aprendizaje automático que se utiliza para reducir el sobreajuste en un modelo de aprendizaje automático.
¿Cual es el significado de un label?,"Son etiquetas o campos que explican o brindan más información sobre un punto de muestra, generalmente asociado con una salida."
¿Define un etiqueta?,Es una etiqueta o identificador que describe puntos de datos en un conjunto de datos
¿Define un labeled example?,Es un punto de datos con un resultado o valor objetivo específico. Se utiliza para entrenar modelos de IA a fin de predecir resultados para nuevos datos.
¿Cual es el significado de un ejemplo etiquetado?,"Se refiere a un punto de datos del conjunto de entrenamiento que está emparejado con un resultado o valor objetivo específico, utilizado para el aprendizaje supervisado para predecir resultados para puntos de datos nuevos e invisibles."
¿Que se entiende por la fuga de datos?,Ocurre cuando la información que no está disponible en el momento de la predicción se filtra en el conjunto de entrenamiento utilizado para el entrenamiento del modelo.
¿Define la data leakage?,"Sucede cuando los datos de entrenamiento contienen información sobre el objetivo, pero no habrá datos similares disponibles cuando el modelo se use para la predicción."
¿Para qué sirve las lambda functions?,"Se utilizan para preprocesar datos antes de introducirlos en los modelos ML, optimizando así su rendimiento."
¿Que se entiende por las funciones lambda?,Una expresión lambda es un bloque corto de código que toma parámetros y devuelve un valor.
¿Define lambda en regularización?,"Es la fuerza de regularización, que controla el equilibrio entre ajustar bien los datos y mantener pequeños los parámetros del modelo."
¿Para qué sirve lambda en regularization?,Es un parámetro que controla la cantidad de regularización aplicada a un modelo.
¿Que se entiende por el modelo de lenguaje lamda?,Un modelo de lenguaje grande basado en transformadores desarrollado por Google entrenado en un gran conjunto de datos de diálogo que puede generar respuestas conversacionales realistas.
¿Qué es el modelodeidiomaparaaplicacionesdediálogo?,Es una familia de modelos de lenguaje conversacional de gran tamaño desarrollados por Google.
¿Que se entiende por landmark detection?,Es una tecnología de visión artificial que utiliza el aprendizaje automático para identificar y clasificar puntos de referencia en imágenes o vídeos.
¿Define un modelo de lenguaje?,Un modelo que estima la probabilidad de un token o secuencia de tokens que ocurran en una secuencia más larga de tokens.
¿Cual es el significado de un language model?,Es un sistema que analiza y genera el lenguaje humano. Utiliza técnicas estadísticas y probabilísticas para comprender y predecir cómo es de probable que las palabras se junten.
¿Cual es el significado de un large language model?,Es un tipo de algoritmo de inteligencia artificial que aplica técnicas de redes neuronales con muchos parámetros para procesar y comprender lenguajes humanos o textos utilizando técnicas de aprendizaje autosupervisado.
¿Qué es un modelo de lenguaje grande?,"Es un tipo de inteligencia artificial (IA) que puede generar, traducir, y procesar lenguaje natural. Los LLMs se entrenan con grandes cantidades de datos, como miles o millones de gigabytes de texto de internet"
¿Que se entiende por un llm?,son modelos de aprendizaje profundo muy grandes que se preentrenan con grandes cantidades de datos. El transformador subyacente es un conjunto de redes neuronales que consta de un codificador y un decodificador con capacidades de autoatención.
¿Para qué sirve capa de red neuronal?,"Es un grupo de neuronas interconectadas que realizan cálculos sobre datos. Las redes neuronales se componen de varias capas, incluyendo una capa de entrada, capas ocultas y una capa de salida."
¿Qué es neural network layer?,"Son la capa de entrada, las capas ocultas y la capa de salida. Cada capa está formada por nodos, o neuronas artificiales, conectados entre sí."
¿Qué es un leaf node?,Cualquier punto final en un árbol de decisión.
¿Define un nodo de decisión?,Es un punto en un diagrama o árbol de decisiones que indica una decisión que se está tomando
¿Qué es learning rate?,Es un parámetro de ajuste en un algoritmo de optimización que determina el tamaño del paso en cada iteración mientras se mueve hacia un mínimo de una función de pérdida.
¿Define tasa de aprendizaje?,Un número de punto flotante que le dice al algoritmo de descenso de gradiente cuán fuertemente ajustar pesos y sesgos en cada iteración.
¿Para qué sirve least squares regression?,Mínimos cuadrados lineales (LLS) es la aproximación de mínimos cuadrados de las funciones lineales a los datos.
¿Qué es regresión de mínimos cuadrados?,Un modelo de regresión lineal entrenado minimizando la pérdida de L2.
¿Para qué sirve la levenshtein distance?,"La teoría de la información, la lingüística y la informática, la distancia de Levenshtein es una métrica de cadena para medir la diferencia entre dos secuencias."
¿Cual es el significado de la distanciadelevenshtein?,"Una métrica de distancia de edición que calcula la menor cantidad de operaciones de eliminación, inserción y sustituto requeridas para cambiar una palabra a otra."
¿Que se entiende por relación lineal?,Una relación entre dos o más variables que se pueden representar únicamente a través de la suma y la multiplicación.
¿Qué es linear relationship?,"Es una conexión entre dos variables que se puede representar como una línea recta. Se utiliza en estadística, análisis de datos y ciencia de datos."
¿Que se entiende por el modelo lineal?,Un modelo que predice la variable objetivo utilizando una función lineal de las características de entrada.
¿Define el linear model?,"En estadísticas, el término modelo lineal se refiere a cualquier modelo que asume linealidad en el sistema."
¿Define una llm evaluation?,Un conjunto de métricas y puntos de referencia para evaluar el rendimiento de los modelos de idiomas grandes (LLM).
¿Qué es una evaluacióndeunllm?,Es un proceso que evalúa el rendimiento de los grandes modelos lingüísticos (LLM). Es un control de calidad que garantiza que los productos de IA funcionen según lo previsto.
¿Cual es el significado de regresión logística?,"En las estadísticas, el modelo logístico (o modelo logit) es un modelo estadístico que modela los log-Odds de un evento como una combinación lineal de una o más variables independientes."
¿Para qué sirve logistic regression?,"Es un modelo de regresión generalizado, utilizado como método de clasificación binaria, puesto que, en lugar de valores numéricos, éste permite estimar la probabilidad de que ocurra (o no) un evento como función de otras variables"
¿Qué es regresión logística?,Un tipo de modelo de regresión que predice una probabilidad.
¿Que se entiende por log loss?,La función de pérdida utilizada en la regresión logística binaria.
¿Para qué sirve long short term memory?,"Un tipo de celda en una red neuronal recurrente utilizada para procesar secuencias de datos en aplicaciones como reconocimiento de escritura a mano, traducción automática y subtítulos de imágenes."
¿Qué es memoria a corto plazo?,Es un tipo de arquitectura de red neuronal recurrente (RNN) que está diseñada específicamente para abordar el desafío de procesar datos secuenciales con dependencias a largo plazo.
¿Que se entiende por lstm?,"Pueden capturar dependencias a largo plazo en datos secuenciales, lo que los hace ideales para tareas como traducción de idiomas, reconocimiento de voz y pronóstico de series de tiempo."
¿Qué es la lora?,Es una técnica de aprendizaje automático que ayuda a perfeccionar los modelos de IA para fines específicos. Es una forma popular y eficiente de adaptar los modelos a nuevos datos sin tener que volver a entrenar todo el modo.
¿Que se entiende por la adaptación de bajo rango?,Es una forma más rápida y económica de convertir a los LLM y otros modelos básicos en especialistas.
¿Define la pérdida?,"Durante el entrenamiento de un modelo supervisado, una medida de hasta qué punto el predicción de un modelo de su etiqueta."
¿Define loss curve?,Es esencialmente un gráfico que rastrea los errores o “pérdidas” que comete un modelo a medida que aprende de los datos.
¿Qué es curva de pérdida?,Nos da una idea de cómo mejora el rendimiento del modelo con el tiempo midiendo el error (o disimilitud) entre el resultado previsto y el resultado real.
¿Para qué sirve el aprendizaje automático?,Un programa o sistema que capacita a un modelo a partir de datos de entrada.
¿Cual es el significado de el machine learning?,Es una rama de la inteligencia artificial que permite a las computadoras aprender de los datos sin ser programadas
¿Qué es el ml?,"Es una rama de la inteligencia artificial (IA) y la informática que se centra en el uso de datos y algoritmos para permitir que la IA imite la forma en que los humanos aprenden, mejorando gradualmente su precisión."
¿Que se entiende por la traducción automática?,"Uso del software (generalmente, un modelo de aprendizaje automático) para convertir el texto de un lenguaje humano a otro idioma humano, por ejemplo, del inglés al japonés."
¿Cual es el significado de la machine translation?,Conversión de texto de un idioma a otro utilizando modelos automáticos.
¿Cual es el significado de la clase mayoritaria?,La etiqueta más común en un conjunto de datos ilusizado con clase.
¿Que se entiende por la majority class?,"En la clasificación de una clase se hace referencia a la clase que los modelos están diseñados para identificar, sin distinguir entre diferentes clases."
¿Que se entiende por la clase minoritaria?,La etiqueta menos común en un conjunto de datos ilusizado con clase.
¿Define la minority class?,Es una categoría en un conjunto de datos que tiene menos instancias que la clase mayoritaria. Esto puede generar modelos sesgados que clasifiquen erróneamente a la clase minoritaria.
¿Que se entiende por el proceso de decisión de markov?,Es un proceso de toma de decisiones estocástico que utiliza un marco matemático para modelar la toma de decisiones de un sistema dinámico en escenarios donde los resultados son aleatorios o controlados por un tomador de decisiones.
¿Para qué sirve el markov decision process?,Es un modelo matemático que ayuda a tomar decisiones en situaciones con resultados aleatorios o controlados.
¿Qué es la propiedad de markov?,"Una propiedad de ciertos entornos, donde las transiciones estatales están completamente determinadas por información informal en el estado actual y la acción del agente."
¿Para qué sirve la markov property?,Se refiere a la propiedad sin memoria de un proceso estocástico donde solo el estado actual influye en la distribución de probabilidad de los estados futuros.
¿Que se entiende por matrix factorization?,"En matemáticas, un mecanismo para encontrar las matrices cuyo producto DOT se aproxima a una matriz objetivo."
¿Cual es el significado de factorización de matriz?,"En la disciplina matemática del álgebra lineal, una descomposición de la matriz o factorización de matriz es una factorización de una matriz en un producto de matrices."
¿Que se entiende por meta learning?,El meta-aprendizaje es una rama de metacognición preocupada por aprender sobre los propios procesos de aprendizaje y aprendizaje.
¿Define learning to learn?,Es una subcategoría del aprendizaje automático que entrena modelos de inteligencia artificial (IA) para que comprendan y se adapten a nuevas tareas por sí solos.
¿Que se entiende por métrica?,Es un valor numérico que permite cuantificar la calidad de las predicciones de un modelo.
¿Para qué sirve metrics api (tf.metrics)?,Una API de flujo tensor para evaluar modelos.
¿Qué es el algoritmo mini-max?,Está diseñado para minimizar la posible pérdida en el peor escenario posible (de ahí mín) y maximizar la ganancia potencial (de ahí máx).
¿Que se entiende por el mini-maxalgorithm?,"Es un algoritmo de toma de decisiones utilizado en inteligencia artificial, en particular en teoría de juegos y videojuegos."
¿Para qué sirve el minmax?,"Es una regla de decisión utilizada en inteligencia artificial, teoría de decisiones, teoría de juegos, estadística y filosofía para minimizar la posible pérdida en el peor de los casos (pérdida máxima)."
¿Qué es mixture of experts?,Es una técnica de aprendizaje automático donde se utilizan múltiples redes de expertos (alumnos) para dividir un espacio de problemas en regiones homogéneas.
¿Que se entiende por mezcla de expertos?,Un esquema para aumentar la eficiencia de la red neuronal mediante el uso solo de un subconjunto de sus parámetros (conocidos como expertos) para procesar un token o ejemplo de bienput dada.
¿Para qué sirve moe?,Es una técnica de aprendizaje automático que utiliza múltiples subredes de IA para realizar una tarea. Representa un cambio de paradigma clave en la IA que puede mejorar la precisión predictiva y la comprensión de datos complejos.
¿Qué es multimodal ai?,"Es un modelo de AA (aprendizaje automático) capaz de procesar información de diferentes modalidades, como imágenes, videos y texto."
¿Cual es el significado de multimodal ai?,"es un tipo de inteligencia artificial que puede procesar e integrar datos de diferentes modalidades, como texto, imágenes, audio y video, para obtener una comprensión más completa y contextualizada de una situación."
¿Define data modality?,Se refiere a los tipos de datos que un sistema de IA puede comprender y procesar.
¿Cual es el significado de modalidad de datos?,"Es un término que se utiliza para describir los tipos de datos que se pueden recopilar, analizar y procesar. También puede referirse a la forma en que se reciben, representan y comprenden los datos."
¿Que se entiende por un modelo?,"Un modelo es una representación aninformativa de un objeto, persona o sistema."
¿Qué es un model?,"En machine learning, un modelo es el objeto que va a representar la salida del algoritmo de aprendizaje."
¿Para qué sirve un waterfall model?,Es un enfoque lineal para el desarrollo de software que se puede utilizar con IA para mejorar la gestión de proyectos.
¿Cual es el significado de un modelo en cascada?,"Es el enfoque metodológico que ordena rigurosamente las etapas del proceso para el desarrollo de software, de tal forma que el inicio de cada etapa debe esperar a la finalización de la etapa anterior."
¿Para qué sirve model parallelism?,Una forma de escalar el entrenamiento o la inferencia que coloca diferentes partes de un modelo en diferentes dispositivos.
¿Qué es paralelismo de modelo?,Es una técnica de aprendizaje automático donde la carga de trabajo computacional de una red neuronal se distribuye entre múltiples dispositivos o procesadores.
¿Cual es el significado de el entrenamiento modelo?,El proceso de determinar el mejor modelo.
¿Que se entiende por el model training?,Es el proceso de enseñar a los algoritmos a responder a consultas alimentándolos con datos. Es un paso clave en el aprendizaje automático.
¿Que se entiende por root mean square error?,Es una de las dos medidas estrechamente relacionadas y utilizadas frecuentemente de las diferencias entre los valores verdaderos o predichos por un lado y los valores observados o un estimador en el otro.
¿Cual es el significado de raíz del error cuadrático medio?,Es una medida de la diferencia entre los valores predichos y los valores reales. Se utiliza para evaluar la calidad de las predicciones.
¿Para qué sirve RMSE?,"Mide la magnitud promedio de los errores y se ocupa de las desviaciones del valor real. Es una estadística imperfecta para la evaluación, pero es muy común."
¿Cual es el significado de r al cuadrado?,"En estadísticas, el coeficiente de determinación, denotado r2 o r2 y pronunciado ""r cuadrado"", es la proporción de la variación en la variable dependiente que es predecible de las variables independientes (s)."
¿Qué es r square?,Es una medida estadística que muestra qué tan bien se ajusta un modelo de regresión a los datos. También se conoce como coeficiente de determinación.
¿Que se entiende por coeficiente de determinación?,Una métrica de regresión que indica cuánta variación se debe una etiqueta a una característica andividual o a un conjunto de características.
¿Cual es el significado de el escalamiento?,"Implica ampliar el uso de algoritmos de aprendizaje automático (ML) e inteligencia artificial para realizar tareas diarias de manera eficiente y eficaz, adaptándose al ritmo de la demanda empresarial."
¿Qué es el scaling?,"Significa integrar tecnologías de IA en toda su empresa para mejorar los procesos, aumentar la eficiencia e impulsar el crecimiento mientras gestiona los riesgos y eleva el cumplimiento."
¿Para qué sirve un atributo sensible?,"Son datos que deben protegerse por motivos de privacidad o normativas. Pueden referirse a información sobre la identidad de una persona, como su nombre, dirección o situación financiera."
¿Qué es un sensitive attribute?,"información personal o confidencial que puede ser perjudicial si se divulga. Por lo tanto, deben ser manejados con cuidado y almacenados de forma segura."
¿Cual es el significado de un diagrama de dispersión?,Identifica una posible relación entre los cambios observados en dos conjuntos diferentes de variables. Proporciona un método visual y estadístico para comprobar la solidez de una relación entre dos variables.
¿Qué es un scatter plot?,"Se utilizan para observar y mostrar relaciones entre dos variables numéricas. Los puntos en un diagrama de dispersión no solo indican los valores de los puntos de datos individuales, sino también patrones cuando los datos se toman en conjunto."
¿Qué es la función q?,"Permite evaluar y comparar políticas al asignar un número a cada estado, indicando qué tan beneficioso es para el agente estar en ese estado siguiendo una política determinada."
¿Que se entiende por la q function?,"En el aprendizaje de refuerzo, la función que predice el rendimiento esperado de tomar un estado de acción en un estado y luego seguir una política determinada."
¿Define la función estado-valor?,"Estima la idoneidad de un agente para realizar una acción en un estado determinado. Se utiliza en el aprendizaje por refuerzo, una técnica de aprendizaje automático."
¿Para qué sirve un threshold?,"Es un valor establecido que facilita la toma de decisiones. Los umbrales se pueden utilizar en tareas de clasificación, chatbots y gobernanza de IA."
¿Qué es un variational autoencoder?,Son modelos generativos utilizados en el aprendizaje automático (ML) para generar nuevos datos en forma de variaciones de los datos de entrada con los que fueron entrenados.
¿Cual es el significado de un autocodificador variacional?,Recrea los datos originales a partir de los elementos importantes de los datos de entrenamiento
¿Cual es el significado de weighted least squares?,Es una técnica estadística que se utiliza para estimar los coeficientes de regresión cuando los errores de una regresión ordinaria son heterocedásticos.
¿Para qué sirve la xla?,Es un compilador de código abierto para el aprendizaje automático desarrollado por el proyecto openxla.
¿Qué es la álgebra lineal acelerada?,"Un compilador de aprendizaje automático de código abierto para GPU, CPU y aceleradores ML."
¿Qué es el aprendizaje-por-refuerzo?,El aprendizaje de refuerzo (rl) es un área interdisciplinaria de aprendizaje automático y un control óptimo preocupado por cómo un agente inteligente debe tomar medidas en un entorno dinámico para maximizar una señal de recompensa.
¿Qué es data science?,"Es un campo interdisciplinario que involucra métodos científicos, procesos y sistemas para extraer conocimiento o un mejor entendimiento de datos en sus diferentes formas, ya sea estructurados o no estructurados."
¿Para qué sirve ciencia de datos?,"Es una disciplina que analiza datos para obtener información útil. Se basa en principios de las matemáticas, la estadística, la inteligencia artificial y la ingeniería de computación"
¿Define la computacion en la nube?,"La computación en la nube es un paradigma que permite ofrecer servicios de computación através de una red, que usualmente es la internet."
¿Para qué sirve la cloud computing?,Modelo de computación que permite acceso remoto a recursos y servicios compartidos.
¿Define estadistica-descriptiva?,"La estadística es la disciplina que estudia la variabilidad, así como el proceso aleatorio que la genera siguiendo las leyes de la probabilidad."
¿Que se entiende por descriptive statistics?,"Es una rama de la estadística que se encarga de organizar, resumir y analizar datos. Su objetivo es comprender y transmitir las características fundamentales de los datos de manera clara y eficaz"
¿Qué es internet of cosas?,"Describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación."
¿Para qué sirve internet of things?,"Es una red de objetos físicos que pueden conectarse a internet y comunicarse entre sí. Estos objetos, también llamados cosas inteligentes, pueden ser electrodomésticos, vehículos, o incluso ropa."
¿Qué es red-neuronal?,Es un modelo inspirado en la estructura y función de las redes neuronales biológicas en los cerebros de los animales.
¿Define neural network?,Es un algoritmo de aprendizaje automático que imita el funcionamiento del cerebro humano. Se compone de nodos interconectados llamados neuronas.
¿Que se entiende por computer vision?,es una tecnología que permite a las computadoras identificar y comprender objetos y personas en imágenes y videos. Se basa en inteligencia artificial (IA) y aprendizaje automático (ML).
¿Cual es el significado de vision por computadora?,Es un campo de la informática que se centra en permitir que los equipos identifiquen y comprendan objetos y personas en imágenes y vídeos
¿Cual es el significado de prueba de hipótesis?,Es un procedimiento estadístico que se utiliza para evaluar si una afirmación sobre una población es razonable. Se basa en la teoría de probabilidad y en la evidencia de una muestra de datos.
¿Que se entiende por hypothesis test?,Consiste fundamentalmente en establecer la probabilidad de que sea consecuencia del azar la diferencia existente entre dos cantidades.
¿Que se entiende por las bases de datos pre-relacionales?,"Datos organizados en una estructura de árbol, denominada modelo jerárquico. Este modelo fue popular en la década de 1960."
¿Define las pre-relational databases?,Generalmente se basa en una estructura jerárquica o una estructura de navegación (también conocida como de red).
¿Para qué sirve las post-relational databases?,Se refiere a bases de datos destinadas a soportar un modelo de datos lógico alternativo al modelo relacional de tercera forma normal orientado al procesamiento de transacciones.
¿Para qué sirve el correlation analysis?,"En estadísticas, el análisis de correlación canónica (cca), también llamado análisis de variables canónicas, es una forma de inferir información de matrices de covarianza cruzada."
¿Define el analisis de correlacion?,Es un método estadístico que mide la fuerza de la relación entre dos o más variables. Se utiliza para determinar si existe correlación entre variables y en qué grado.
¿Cual es el significado de el fisher's asymmetry coefficient?,Es una medida que indica si una distribución de datos es simétrica o sesgada. También se le conoce como tercer momento en torno a la media.
¿Define el coeficiente de asimetria de fisher?,"Se le define como el tercer momento en torno a la media y es la desviación estándar, si la distribución es asimétrica positiva o a la derecha; si la distribución es asimétrica negativa o a la izquierda."
¿Para qué sirve el chi-square contingency coefficient?,Una prueba de chi cuadrado (también chi-cuadrado o prueba χ2) es una prueba de hipótesis estadística utilizada en el análisis de tablas de contingencia cuando los tamaños de muestra son grandes.
¿Cual es el significado de el coeficiente de contingencia chi-cuadrado?,Es una medida de asociación entre variables que se basa en el estadístico chi-cuadrado. Se utiliza para determinar la intensidad de la relación entre dos o más variables cualitativas.
¿Para qué sirve conditional distribution?,"Es una distribución de probabilidad para un subconjunto del espacio muestral, condicionada a la ocurrencia de un evento particular."
¿Qué es distribucion condicional?,Es una distribución de probabilidad que muestra cómo una variable se ve afectada por otra. Es un concepto clave en estadística que ayuda a tomar mejores decisiones y predicciones.
¿Qué es unidimensional distribution?,Es una distribución estadística que se basa en un conjunto de valores reales que están dentro de un intervalo.
¿Que se entiende por distribucion unidimensional?,Son aquellas en que sus posibles valores son cualesquiera de los números reales comprendidos en un intervalo.
¿Para qué sirve el grafico de areas?,"Es una representación visual de datos que usa líneas y áreas rellenas para mostrar tendencias y variaciones de datos. Son similares a los gráficos de líneas, pero el espacio debajo de las líneas está sombreado."
¿Qué es el surface plot?,"Son parecidos a los gráficos de líneas, pero se diferencian en que el espacio situado debajo de las líneas está sombreado para que se aprecie mejor la magnitud de las tendencias."
¿Define la gráfica semilogarítmica?,"En ciencia e ingeniería, una gráfica/gráfico semi-log o gráfico semi-logarítmico tiene un eje en una escala logarítmica, la otra a escala lineal."
¿Cual es el significado de la semi-logarithmic graph?,Es un gráfico que utiliza una escala logarítmica en un eje y una escala lineal en el otro. Se suele usar para graficar funciones exponenciales.
¿Para qué sirve el método de fisher?,"En estadísticas, el método de fisher, también conocido como prueba de probabilidad combinada de fisher, es una técnica para la fusión de datos."
¿Cual es el significado de el fisher's method?,"Se aplica típicamente a un conjunto de estadísticas de prueba independientes, generalmente de estudios separados con la misma hipótesis nula. La hipótesis nula del metanálisis implica que todas las hipótesis nulas son verdaderas."
¿Cual es el significado de la relación señal-ruido?,Es una medida de la proporción entre la potencia de una señal y la potencia del ruido que la corrompe. Se mide en decibelios (dB).
¿Define la signal-to-noise ratio?,Se define como la proporción existente entre la potencia de la señal que se transmite y la potencia del ruido que la corrompe.
¿Qué es arithmetic mean?,"Es el promedio de un conjunto de números, que se calcula sumando todos los números del conjunto y dividiendo entre el número de números. También se conoce como promedio aritmético."
¿Que se entiende por mediaaritmetica?,"El promedio aritmético, o simplemente la media o promedio (cuando el contexto es claro), es la suma de una colección de números dividida por el número de números en la colección."
¿Que se entiende por las medidas de tendencia central?,"En estadísticas, una tendencia central (o medida de tendencia central) es un valor central o típico para una distribución de probabilidad."
¿Define las measures of central tendency?,Son parámetros estadísticos que indican el valor central de un conjunto de datos. También se les conoce como medidas de centralización
¿Que se entiende por el muestreo sin reposicion?,"Es una técnica para seleccionar un subconjunto de datos de un conjunto mayor, donde cada elemento solo se puede seleccionar una vez."
¿Cual es el significado de el sampling without reposition?,"Significa que se seleccionarán sujetos (individuos, elementos, etc.) de una población. El procedimiento de selección suele ser aleatorio."
¿Define un modelo de poblacion infinita?,"Es un marco matemático que describe cómo cambian las poblaciones a lo largo del tiempo. Puede utilizarse en algoritmos evolutivos, teoría de colas y otros campos."
¿Qué es un infinite population model?,Se derivan de las cadenas de Markov explotando las simetrías entre los individuos de la población y analizando el límite a medida que el tamaño de la población tiende al infinito.
¿Qué es las representaciones de codificador bidireccional de transformadores?,Una arquitectura modelo para la representación de texto.
